AUI|CODE|STR|ISPREF|ETIQUETA_CIE9
B00005550A|S16.30|CONTUSION DE TOBILLO Y PIE, SALVO DEDO(S) DEL PIE|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005551A|S16.31|CONTUSION DEDO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005552A|S16.32|CONTUSION LUMBAR|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005553A|S16.4|CONTUSION ABDOMEN|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005554A|S16.5|CONTUSION DE ANTEBRAZO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005555A|S16.6|CONTUSION DE BRAZO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005556A|S16.7|CONTUSION DE CODO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005557A|S16.8|CONTUSION DE CUELLO|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005558A|S16.9|CONTUSION DE DEDOS DEL PIE|Y|CONTUSION CUTANEA (SUPERFICIE INTACTA) CUALQUIE LOCALIZACION
B00005561A|S17.1|ABRASION PIEL|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005562A|S17.2|AMPOLLA CUTANEA|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005563A|S17.3|ARAÑAZO PIEL|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005564A|S17.4|PARCHE PIEL (LESION)|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005565A|S17.5|VESICULA (PIEL)|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005567A|S17.7|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUP. CUTANEA)|Y|ABRASION/AMPOLLAS/ARAÑAZOS (CON ROTURA SUPERFICIE CUTANEA)
B00005568A|S17.8|EROSION|Y|EROSION PIEL
B00005569A|S17.9|EROSION PIEL|Y|EROSION PIEL
B00005574A|S18.11|SUTURA LACERACION CUTANEA|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005575A|S18.12|HERIDA MANO|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005577A|S18.3|PUNCION/CORTE (PIEL)|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00043750A|S18.4|HERIDA|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005580A|S18.6|HERIDA QUIRURGICA|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005581A|S18.7|LACERACION, CORTE, HERIDA ABIERTA (PIEL Y TEJIDO SUBCUT)|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005582A|S18.8|CORTE DEDO|Y|DETERIORO DE LA INTEGRIDAD CUTANEA
B00005586A|S19.1|LESION PIEL NC|Y|OTRA LESION DE LA PIEL
B00005587A|S19.2|LESION PIEL TEJIDO SUBCUTANEO NC|Y|OTRA LESION DE LA PIEL
B00005588A|S19.3|LESION PIEL GENERALIZADA NC|Y|OTRA LESION DE LA PIEL
B00005589A|S19.4|LESION PIEL LOCALIZADA NC|Y|OTRA LESION DE LA PIEL
B00005592A|S20.1|CALLO, CALLOSIDAD|Y|CALLO, CALLOSIDAD, CALLOS, CALLOSIDADES
B00005595A|S21.1|ARRUGAS|Y|ARRUGAS PIEL
B00005596A|S21.2|CAMBIO (EN) (DE) PIEL, NC TEXTURA|Y|ARRUGAS PIEL
B00005597A|S21.3|DESCAMACION CUTANEA|Y|DESCAMACION CUTANEA, PIEL
B00005598A|S21.4|ESCAMOSA (PIEL)|Y|PIEL ESCAMOSA
B00005599A|S21.5|SECO, SEQUEDAD PIEL|Y|SEQUEDAD PIEL, SECA
B00005600A|S21.6|SINTOMA, QUEJA, SIGNO TEXTURA CUTANEA NC|Y|SIGNO/SINTOMA DE LA TEXTURA CUTANEA
B00005603A|S22.1|FRAGILIDAD UNGUEAL|Y|FRAGILIDAD UNGUEAL
B00005604A|S22.10|INFECCION UNGUEAL|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005605A|S22.11|CRECIDA, UÐA|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005606A|S22.2|PROBLEMA ASPECTO UÑA(S) NC|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005607A|S22.3|SINTOMA, QUEJA, SIGNO UÑA(S) NC|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005608A|S22.4|UÑA FUERTE|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005609A|S22.5|UÑA PUNTEADA|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005610A|S22.6|UÑA ROTURA DE|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005611A|S22.7|UÑA DISTROFICA|Y|FRAGILIDAD UNGUEAL
B00005612A|S22.8|AVULSION DE LA UÑA, UNGUEAL|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005613A|S22.9|HEMATOMA SUBUNGUEAL|Y|SIGNO/SINTOMA DE LAS UÑA/S
B00005616A|S23.1|ALOPECIA|Y|ALOPECIA
B00005617A|S23.2|CAIDA DEL PELO|Y|CAIDA DEL PELO
B00005618A|S23.3|ALOPECIA ANDROGENICA|Y|ALOPECIA
B00005619A|S23.4|ALOPECIA AREATA|Y|ALOPECIA AREATA
B00005620A|S23.5|ALOPECIA DIFUSA|Y|ALOPECIA
B00005621A|S23.6|ALOPECIA BARBA|Y|ALOPECIA
B00005624A|S24.1|ANORMAL PELO|Y|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
B00005625A|S24.10|PELO NO DESEADO (EXCE. DE)|Y|PELO SECO, SEQUEDAD CUERO CABELLUDO
B00005626A|S24.2|HIRSUTISMO|Y|HIRSUTISMO
B00005627A|S24.3|PROBLEMA ASPECTO PELO NC|Y|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
B00005628A|S24.4|SECO, SEQUEDAD CUERO CABELLUDO|Y|PELO SECO, SEQUEDAD CUERO CABELLUDO
B00005629A|S24.5|SINTOMA, QUEJA, SIGNO CUERO CABELLUDO NC|Y|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
B00005630A|S24.6|SINTOMA, QUEJA, SIGNO PELO NC|Y|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
B00005631A|S24.7|ENFERMEDAD PELO NC|Y|OTRO SIGNO/SINTOMA DEL PELO/CABELLERA
B00005632A|S24.8|PELO SUPERFLUO|Y|HIRSUTISMO
B00005633A|S24.9|HIPERTRICOSI|Y|HIRSUTISMO
B00005636A|S26.1|MIEDO (DE PADEC.) CANCER NC (DE) PIEL|Y|
B00005639A|S27.1|MIEDO (DE PADEC.) ENFERMEDAD CUTANEA|Y|
B00005642A|S28.1|INCAPACIDAD (MINUSV.) NC CUTANEA|Y|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A LA PIEL, CUTANEA
B00005645A|S29.1|CAMBIO (EN) (DE) PIEL, NC|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005646A|S29.10|TATUAJE|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005647A|S29.11|TELANGIECTASIA|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005648A|S29.12|XANTOMA|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005649A|S29.13|ESTRIAS|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005650A|S29.14|ONFALITIS|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005651A|S29.15|SINTOMA, QUEJA, SIGNO TEJIDO SUBCUTANEO NC|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005652A|S29.16|TATUAJE REMOCION DE|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005653A|S29.2|CORDON UMBILICAL NO CURADO|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005654A|S29.3|ESTRIAS ATROFICAS|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005655A|S29.4|MARCA, MANCHA POR ESTIRA. CUT. (ESTR.)|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005656A|S29.5|MARCA, MANCHA TATUAJE|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005657A|S29.6|OMBLIGO NO CICATRIZADO|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005658A|S29.7|PROBLEMA ASPECTO PIEL NC|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005659A|S29.8|PROBLEMA OMBLIGO NC|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B02799302A|S29.9|SINTOMA, QUEJA, SIGNO PIEL|Y|OTRO SIGNO/SINTOMA DE LA PIEL
B00005686A|S52.1|BIOPSIA QUISTE CUTANEO, DE|Y|
B00005687A|S52.2|CICATRIZ EXCIS. DE TEJIDO CICATR.|Y|
B00005689A|S52.4|DESBRIDAMIENTO DE HERIDA|Y|
B00005087A|R72.2|ESTREPTOC., EN GARGTA. (DEMOSTRADO) CON/SIN ULCERA|Y|FARINGOAMIGDALITIS ESTREPTOCOCICA
B00005088A|R72.3|INFECCION, ESTREPTOCOCICA GARGANTA|Y|INFECCION ESTREPTOCOCICA GARGANTA
B00005089A|R72.4|FARINGOAMIGDALITIS ESTREPTOCOCICAS|Y|FARINGOAMIGDALITIS ESTREPTOCOCICA
B00005090A|R72.5|ANGINA ESTREPTOCOCICA / AMIGDALITIS O FARINGITIS STPC|Y|FARINGOAMIGDALITIS ESTREPTOCOCICA
B00005091A|R72.6|FARINGITIS ESTREPTOCOCICA|Y|FARINGITIS ESTREPTOCOCICA
B00005094A|R73.1|ABSCESO NASAL|Y|FORUNCULO/ABSCESO DE LA NARIZ, NASAL
B00005095A|R73.2|FORUNCULO (PIEL) NC NASAL|Y|FORUNCULO/ABSCESO DE LA NARIZ, NASAL
B00005096A|R73.3|FORUNCULO (PIEL) NC NASAL INTERNO|Y|FORUNCULO/ABSCESO DE LA NARIZ, NASAL
B11303372A|R74.-1|INFECC RESPIRATORIA AGUDA SUPERIOR (RESTO)|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00038212A|R74.10000|CATARRO  DESCENDENTE|Y|RESFRIADO COMUN, CATARRO, CORIZA
B00038354A|R74.10001|CATARROS DE REPETICION|Y|RESFRIADO COMUN, CATARRO, CORIZA
B00038228A|R74.10002|CATARRO +  CONJUNTIVITIS|Y|RESFRIADO COMUN, CATARRO, CORIZA
B08687766A|R74.10004|CATARRO + GASTROENTERITIS AGUDA|Y|RESFRIADO COMUN, CATARRO, CORIZA
B00059344A|R74.10006|FARINGITIS ULCERATIVA|Y|FARINGITIS AGUDA
B00005101A|R74.11|FOCO ORL|Y|RINOFARINGITIS AGUDA, NASOFARINGITIS
B00005105A|R74.15|FARINGITIS AGUDA FEBRIL|Y|FARINGITIS AGUDA
B00005107A|R74.17|FARINGITIS VIRICA|Y|FARINGITIS AGUDA
B00005108A|R74.18|FARINGITIS Y OTITIS|Y|FARINGITIS AGUDA
B00005112A|R74.21|FARINGOTRAQUEITIS|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00039135A|R74.22|IRA   (INFECC. RESPIR. ALTA) CON BRONCOESPASMO|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00005114A|R74.23|LARINGOFARINGITIS AGUDA|Y|LARINGOFARINGITIS AGUDA
B00005115A|R74.24|RINOCONJUNTIVITIS|Y|RESFRIADO COMUN, CATARRO, CORIZA
B00005116A|R74.25|ADENOIDITIS|Y|ADENOIDITIS AGUDA
B00005118A|R74.27|ADENOIDITIS AGUDA|Y|ADENOIDITIS AGUDA
B00005119A|R74.28|RINOCONJUNTIVITIS AGUDA|Y|RESFRIADO COMUN, CATARRO, CORIZA
B00005120A|R74.29|FARINGO-LARINGITIS|Y|LARINGOFARINGITIS AGUDA
B00005121A|R74.3|FARINGITIS|Y|FARINGITIS AGUDA
B00005124A|R74.32|IRAS RECIDIVANTES|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00005125A|R74.33|RINOADENOIDITIS|Y|ADENOIDITIS AGUDA
B00005126A|R74.34|IRA / ADENOIDITIS|Y|ADENOIDITIS AGUDA
B00005128A|R74.36|RINITIS DEL NADO|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00005131A|R74.5|INFECCION, GARGANTA NC|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00005130A|R74.6|INFECCION, APARATO RESPIRATORIO ALTA NC (IRA)|Y|INFECCION RESPIRATORIA ALTA (IRA)
B00005133A|R74.7|RINITIS AGUDA|Y|RINITIS INFECCIOSA AGUDA
B00005134A|R74.8|RINOFARINGITIS AGUDA|Y|RINOFARINGITIS AGUDA, NASOFARINGITIS
B11303373A|R75.-1|SINUSITIS AGUDA/CRONICA (RESTO)|Y|SINUSITIS AGUDA, INFECCION SINUSAL
B00039793A|R75.10|SINUSITIS MAXILAR BILATERAL|Y|SINUSITIS AGUDA, INFECCION SINUSAL
B00039739A|R75.2|SINUSITIS|Y|SINUSITIS AGUDA, INFECCION SINUSAL
B00005140A|R75.3|SINUSITIS AGUDA|Y|SINUSITIS AGUDA, INFECCION SINUSAL
B00005141A|R75.4|SINUSITIS CRONICA|Y|SINUSITIS CRONICA, INFECCION SINUSAL
B00005144A|R75.7|SINUSITIS POSIBLE|Y|SINUSITIS AGUDA, INFECCION SINUSAL
B00005149A|R76.1|ABSCESO PERIAMIGDALINO|Y|ABSCESO PERIAMIGDALINO
B11303374A|R76.-1|AMIGDALITIS AGUDA (RESTO)|Y|OTRA AMIGDALITIS AGUDA, ANGINAS
B00005127A|R76.2|FARINGOAMIGDALITIS AGUDA (EXC ESTREPTOCOCICA)|Y|OTRA FARINGOAMIGDALITIS AGUDA
B00005151A|R76.3|HERPANGINA|Y|OTRA FARINGOAMIGDALITIS AGUDA
B00005152A|R76.4|AMIGDALITIS VIRICA|Y|OTRA FARINGOAMIGDALITIS AGUDA
B02047452A|R76.5|FARINGOAMIGDALITIS NC|Y|OTRA FARINGOAMIGDALITIS AGUDA
B00005109A|R76.6|FARINGOAMIGDALITIS AGUDA|Y|OTRA FARINGOAMIGDALITIS AGUDA
B00070096A|R76.7|AMIGDALITIS PULTACEA|Y|OTRA AMIGDALITIS AGUDA, ANGINAS
B00005156A|R76.8|AMIGDALITIS AGUDA REPETICION|Y|OTRA AMIGDALITIS AGUDA, ANGINAS
B00005157A|R76.9|AMIGDALITIS BANAL|Y|OTRA AMIGDALITIS AGUDA, ANGINAS
B00005160A|R77.1|CRUP LARINGEO|Y|CRUP LARINGEO
B11303375A|R77.-1|LARINGITIS/TRAQUEITIS AGUDA (RESTO)|Y|LARINGITIS/TRAQUEITIS AGUDA
B00005161A|R77.2|LARINGITIS AGUDA|Y|LARINGITIS AGUDA
B00005162A|R77.3|TRAQUEITIS AGUDA|Y|TRAQUEITIS AGUDA
B00005163A|R77.4|LARINGITIS|Y|LARINGITIS AGUDA
B00005164A|R77.5|LARINGITIS/TRAQUEITIS AGUDA|Y|LARINGITIS/TRAQUEITIS AGUDA
B00005165A|R77.6|LARINGOTRAQUEITIS AGUDA / LARINGOTRAQUEITIS|Y|LARINGITIS/TRAQUEITIS AGUDA
B00005166A|R77.7|TRAQUEITIS|Y|TRAQUEITIS AGUDA
B03184864A|R78.1|BRONQUIOLITIS AGUDA NC|Y|BRONQUIOLITIS AGUDA
B11303376A|R78.-1|BRONQUITIS/BRONQUIOLITIS AGUDA (RESTO)|Y|BRONQUITIS AGUDA
B00005170A|R78.10|BRONQUITIS ESPASTICA|Y|BRONQUITIS AGUDA
B00005172A|R78.12|INFECCION RESPIRATORIA BAJA TRACTO INFERIOR, AGUDA NE|Y|INFECCION RESPIRATORIA BAJA TRACTO INFERIOR, AGUDA NE
B00005173A|R78.13|REAGUDIZACION INFECCIOSA BNOC|Y|INFECCION PULMONAR AGUDA NE
B00005174A|R78.14|SOBREINFECCIO RESPIRATORIA|Y|INFECCION PULMONAR AGUDA NE
B00005176A|R78.16|BRONQUIOLITIS AGUDA VRS +|Y|BRONQUIOLITIS AGUDA
B00005177A|R78.17|BRONQUIOLITIS LEVE|Y|BRONQUIOLITIS AGUDA
B00005178A|R78.18|CATARRO BRONQUIAL|Y|BRONQUITIS NE
B00005179A|R78.19|LARINGOTRAQUEOBRONQUITIS|Y|LARINGOTRAQUEOBRONQUITIS AGUDA
B00005180A|R78.2|BRONQUITIS AGUDA NC|Y|BRONQUITIS AGUDA
B00040479A|R78.20|BRONQUIOLITIS AGUDA INGRESO|Y|BRONQUITIS AGUDA
B00073459A|R78.21|BRONQUITIS AGUDA PURULENTA|Y|BRONQUITIS AGUDA
B01205517A|R78.22|BRONQUITIS OBSTRUCTIVA NC|Y|BRONQUITIS AGUDA
B00005182A|R78.4|TRAQUEOBRONQUITIS (AGUDA)|Y|TRAQUEOBRONQUITIS AGUDA
B00005183A|R78.5|BRONQUIOLITIS|Y|BRONQUIOLITIS AGUDA
B00040401A|R78.6|BRONQUITIS|Y|BRONQUITIS NE
B00005185A|R78.7|BRONQUITIS AGUDA / BRONQUIOLITIS AGUDA|Y|BRONQUITIS AGUDA
B00005187A|R78.9|BRONQUITIS AGUDA CON BRONCOESPASMO|Y|BRONQUITIS AGUDA
B00005190A|R79.1|BRONQUITIS CRONICA|Y|BRONQUITIS CRONICA
B00005191A|R79.2|BRONQUITIS CRONICA OBSTRUCTIVA|Y|BRONQUITIS CRONICA
B00005192A|R79.3|BRONQUIOLITIS CRONICA|Y|BRONQUITIS CRONICA
B00005193A|R79.4|BRONQUITIS CRONICA SIMPLE|Y|BRONQUITIS CRONICA
B00005194A|R79.5|BRONQUITIS DE REPETICION|Y|BRONQUITIS CRONICA
B00005197A|R80.1|GRIPE|Y|GRIPE / SINDROME GRIPAL, INFLUENZA
B11303378A|R80.-1|GRIPE (RESTO)|Y|GRIPE / SINDROME GRIPAL, INFLUENZA
B00005198A|R80.2|INFLUENZA, GRIPE (DEMOS) CON MANIFES. RESPIRAT.|Y|GRIPE DEMOSTRADA SEROLOGICAMENTE, INFLUENZA
B00005199A|R80.3|INFLUENZA, GRIPE (DEMOS.)|Y|GRIPE DEMOSTRADA SEROLOGICAMENTE, INFLUENZA
B00005200A|R80.4|GRIPE PROBABLE|Y|GRIPE / SINDROME GRIPAL, INFLUENZA
B00005203A|R81.1|FIEBRE Q, NEUMONIA|Y|NEUMONIA
B11303379A|R81.-1|NEUMONIA (RESTO)|Y|NEUMONIA ATIPICA
B00005204A|R81.10|NEUMONIA NEUMOCOCICA|Y|NEUMONIA NEUMOCOCICA, POR NEUMOCOCO
B00005206A|R81.12|NEUMONIA NOSOCOMIAL|Y|NEUMONIA
B00005207A|R81.13|POSIBLE NEUMONIA|Y|NEUMONIA
B00040967A|R81.14|NEUMONIA ADQUIRIDA EN LA COMUNIDAD|Y|NEUMONIA
B00040996A|R81.15|NEUMONIA BILATERAL|Y|NEUMONIA
B00041031A|R81.16|NEUMONIA PROBABLE|Y|NEUMONIA
B00005208A|R81.2|INFLUENZA, GRIPE (DEMOS.) CON NEUMONIA|Y|NEUMONIA VIRAL
B00006617A|U78.1|NEOPLASIA BENIGNA AP. URINARIO (CU. PARTE)|Y|NEOPLASIA BENIGNA APARATO URINARIO (CUALQUIER PARTE)
B00006616A|U78.13|NEO BENIGNAS DEL APARATO URINARIO (NO MAPEA)|Y|NEOPLASIA BENIGNA APARATO URINARIO (CUALQUIER PARTE)
B02310525A|U78.14|PAPILOMA URETRAL|Y|NEOPLASIA BENIGNA URETRA
B02396568A|U78.15|POLIPO URETRAL|Y|POLIPO TRACTO URINARIO
B00006618A|U78.2|NEOPLASIA BENIGNA RIÑON|Y|NEOPLASIA BENIGNA RIÑON, RENAL
B00006619A|U78.3|NEOPLASIA BENIGNA URETER|Y|NEOPLASIA BENIGNA DE URETER
B00006620A|U78.4|NEOPLASIA BENIGNA URETRA|Y|NEOPLASIA BENIGNA URETRA
B00006621A|U78.5|NEOPLASIA BENIGNA VEJIGA|Y|NEOPLASIA BENIGNA DE VEJIGA
B00006622A|U78.6|ADENOMA RENAL|Y|NEOPLASIA BENIGNA RIÑON, RENAL
B11303690A|U78.7|PAPILOMA/S VESJIGA URINARIA|Y|PAPILOMA DE VEJIGA URINARIA
B00006624A|U78.8|NEO BENIGNA DE PROSTATA|Y|NEOPLASIA BENIGNA APARATO URINARIO (CUALQUIER PARTE)
B11303694A|U78.9|POLIPO/S BENIGNO/S URETRA|Y|NEOPLASIA BENIGNA URETRA
B00006630A|U79.3|PAPILOMA DE VEJIGA (VESICAL)|Y|NEOPLASIA NE DEL APARATO URINARIO
B11303695A|U79.4|NEOPLASIA/TUMOR VEJIGA NE|Y|NEOPLASIA NE DEL APARATO URINARIO
B00073306A|U79.44|TUMOR DE PENE|Y|NEOPLASIA NE DEL APARATO URINARIO
B11303826A|U79.45|NEOPLASIA RENAL/TUMOR RENAL NE|Y|NEOPLASIA NE DEL APARATO URINARIO
B00006634A|U80.1|LESION APARATO URINARIO NC|Y|LESION APARATO URINARIO
B00006635A|U80.2|TRAUMATISMO RENAL|Y|CONTUSION RENAL, RIÑON
B00006636A|U80.3|TRAUMATISMO URETRAL|Y|LESION APARATO URINARIO
B00006637A|U80.4|TRAUMATISMO VESICAL|Y|LESION APARATO URINARIO
B00006640A|U85.1|CONGENITA, ANOM. APARATO URINARIO|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006641A|U85.10|HIPOPLASIA RENAL|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006642A|U85.11|MALFORMACION CONGENITA RENAL|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006643A|U85.12|PTOSIS RENAL|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006644A|U85.13|RIÑON EN ESPONJA|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006645A|U85.14|RIÑON EN HERRADURA|Y|RIÑON EN HERRADURA
B00006646A|U85.15|URETEROCELE|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006647A|U85.16|VALVULA DE URETRA POST.CONGENITA|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006648A|U85.17|DUPLICITAT SIST. EXCRETOR RENAL|Y|DUPLICACION URETERAL, RIÑON
B00006649A|U85.2|DUPLICACION RENAL|Y|DUPLICACION RENAL, RIÑON
B00006650A|U85.3|RIÑON POLIQUISTICO (CONG.)|Y|RIÑON POLIQUISTICO CONGENITO
B00006651A|U85.4|AGENESIA RENAL|Y|AGENESIA Y DISGENESIA RENAL
B00006652A|U85.5|DISPLASIA RENAL|Y|AGENESIA Y DISGENESIA RENAL
B00006653A|U85.6|ECTASIA PIELICA CONGENITA|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006654A|U85.7|ECTOPIA RENAL|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006655A|U85.8|FUSION RENAL|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006656A|U85.9|HIDRONEFROSIS CONGENITA|Y|ANOMALIA CONGENITA DEL APARATO URINARIO
B00006659A|U88.1|GLOMERULONEFRITIS AGUDA|Y|GLOMERULONEFRITIS AGUDA
B00006660A|U88.10|GLOMERULONEFRITIS POSTESTREPTOCOCIA|Y|GLOMERULONEFRITIS AGUDA
B00006661A|U88.11|NEFRITIS INTERSTICIAL AGUDA|Y|NEFRITIS AGUDA
B00006662A|U88.12|NEFRITIS LUPICA|Y|NEFRITIS CRONICA
B00006663A|U88.13|NEFROPATIA POR REFLUJO|Y|NEFROPATIA
B00006664A|U88.14|NEFROPATIA TOXICA|Y|NEFROPATIA POR ANALGESICOS
B00006665A|U88.15|NEFROPATIA POR FARMACOS|Y|NEFROPATIA POR ANALGESICOS
B00006666A|U88.2|GLOMERULONEFRITIS CRONICA|Y|GLOMERULONEFRITIS CRONICA
B00006667A|U88.3|NEFRITIS|Y|NEFROPATIA
B00006668A|U88.4|NEFROPATIA|Y|NEFROPATIA
B00006669A|U88.5|NEFROSIS|Y|SINDROME NEFROTICO, NEFROSIS
B00006670A|U88.6|NEFROTICO, SINDROME|Y|SINDROME NEFROTICO, NEFROSIS
B00006671A|U88.7|GLOMERULONEFRITIS (NC)|Y|GLOMERULONEFRITIS CRONICA
B00006672A|U88.8|GLOMERULONEFRITIS CON CAMBIOS MINIMOS|Y|GLOMERULONEFRITIS CRONICA
B00006673A|U88.9|GLOMERULONEFRITIS MEMBRANOSA|Y|GLOMERULONEFRITIS CRONICA
B02997542A|U88.999|NEFROSIS / GLOMERULONEFRITIS|Y|SINDROME NEFROTICO, NEFROSIS
B00006678A|U90.3|POSTURAL PROTEINURIA|Y|PROTEINURIA ORTOSTATICA, POSTURAL
B00006681A|U95.1|CALCULO RENAL|Y|LITIASIS RENAL, UROLITIASIS
B00006682A|U95.2|CALCULO URETERAL|Y|LITIASIS RENAL, UROLITIASIS
B00006683A|U95.3|CALCULO URINARIO NC|Y|LITIASIS RENAL, UROLITIASIS
B00006684A|U95.4|CALCULO VESICAL (URIN.)|Y|LITIASIS RENAL, UROLITIASIS
B00006685A|U95.5|EXPULSION DE CALCULOS|Y|LITIASIS RENAL, UROLITIASIS
B00006688A|U98.1|ALBUMINURIA|Y|ALBUMINURIA NE
B00006689A|U98.10|LEUCOCITURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006690A|U98.11|PROTEINURIA NE|Y|PROTEINURIA NE
B00006691A|U98.12|PIURIA|Y|PIURIA NE
B00006692A|U98.13|GLUCOSURIA|Y|GLUCOSURIA NE
B00006693A|U98.2|ANORMAL PRUEBA URINARIA NC|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006694A|U98.3|CETONURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006695A|U98.4|MICROALBUMINURIA|Y|ALBUMINURIA NE
B00006696A|U98.5|FOSFATURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006697A|U98.6|GLUCOSURIA (EX. RENAL)|Y|GLUCOSURIA NE
B00006698A|U98.7|HIPERCALCITURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006699A|U98.8|HIPEROXALIURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006700A|U98.9|HIPERURICOSURIA|Y|RESULTADO ANORMAL DE ANALISIS DE ORINA NE
B00006703A|U99.1|DIVERTICULITIS, DIVERTICULOSIS, DIVERTICULO VEJIGA|Y|DIVERTICULO VEJIGA
B00006704A|U99.10|INSUFICIENCIA RENAL CRONICA|Y|INSUFICIENCIA RENAL CRONICA
B00006705A|U99.11|SINDROME DE ALPORT|Y|OTRO PROBLEMA/ENFERMEDAD URINARIA
B00006706A|U99.12|SINDROME DE BARTTER|Y|OTRO PROBLEMA/ENFERMEDAD URINARIA
B00006707A|U99.13|SINDROME DE FANCONI|Y|OTRO PROBLEMA/ENFERMEDAD URINARIA
B00050121A|U99.14|INSUFICIENCIA RENAL|Y|INSUFICIENCIA RENAL CRONICA
B00006709A|U99.15|TRANSPLANTE RENAL|Y|OTRO PROBLEMA/ENFERMEDAD URINARIA
B00006710A|U99.16|INSUFICIENCIA RENAL LEVE|Y|INSUFICIENCIA RENAL CRONICA
