CIAP2|CIE9|DESCRIPTOR
A88|994.8|OTRO EFECTO ADVERSO POR ELECTRICIDAD
A88|994.9|OTRO EFECTO ADVERSO DE FACTOR FISICO
A89|569.6|EFECTO ADVERSO POR OSTOMIA (COLOSTOMIA, GASTROSTOMIA...)
A89|996.02|EFECTO ADVERSO VALVULA CARDIACA
A89|996.4|EFECTO ADVERSO POR PROTESIS ORTOPEDICAS
A89|996.61|EFECTO ADVERSO MARCAPASOS
A89|996.62|EFECTO ADVERSO DEL CATETER
A89|996.7|OTRO EFECTO ADVERSO DE DISPOSITIVOS
A89|996.7|OTRO EFECTO ADVERSO DE PROTESIS
A89|996.80|EFECTO ADVERSO TRASPLANTE
A89|997.5|EFECTO ADVERSO POR OSTOMIA (UROSTOMIA)
A90|237.71|NEUROFIBROMATOSIS (ENF. DE VON RECKLINGHAUSEN)
A90|759.82|SINDROME DE MARFAN
A90|759.9|OTRO SINDROME/ANOMALIA CONGENITA MULTIPLE/NE
A91|271.3|INTOLERANCIA A LA GLUCOSA (NO DIABETES DM)
A91|790.29|GLUCEMIA BASAL ALTERADA (SIN DIABETES DM)
A91|790.4|RESULTADO ANORMAL SIN EXPLICACION, TRANSAMINASAS
A91|790.6|HIPERURICEMIA AISLADA
A91|790.6|RESULTADO ANORMAL SIN EXPLICACION, ELECTROLITOS
A91|790.99|RESULTADO ANORMAL SIN EXPLICACION, SANGRE
A91|793.9|RESULTADO ANORMAL SIN EXPLICACION, PRUEBA DE IMAGEN
A91|795.4|RESULTADO ANORMAL SIN EXPLICACION, PRUEBA A. PATOLOGICA
A92|693.1|ALERGIA ALIMENTARIA, ALIMENTOS
A92|995.0|CHOQUE ANAFILACTICO/SHOCK
A92|995.1|EDEMA ALERGICO
A92|995.1|EDEMA ANGIONEUROTICO
A92|995.3|ALERGIA NE
A92|995.3|REACCION ALERGICA NE
A98|89.09|MEDICINA PREVENTIVA/PROMOCION DE LA SALUD
A9802|89.09|CRIBADO POBLACIONAL COLON CCR -­? PDPCCR
A99|136.9|PORTADOR ASINTOMATICO DE GERMEN INFECCIOSO
A99|780.9|OTRA ENFERMEDAD GENERAL NE
A99|89.09|ENFERMEDAD DE NATURALEZA INCIERTA
A99|89.09|ENFERMEDAD DE ORIGEN DESCONOCIDO
B02|785.6|ADENOPATIA, LINFADENOPATIA, GANGLIO
B02|785.6|DOLOR GANGLIO
B02|785.6|OTRO SIGNO/SINTOMA GANGLIO LINFATICO
B04|289.9|SIGNO/SINTOMA DE ORGANOS HEMATOPOYETICOS
B04|289.9|SIGNO/SINTOMA DE SANGRE
B28|289.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A ENFERMEDAD DE LA SANGRE
B28|289.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A ORGANOS HEMATOPOYETICOS
B28|457.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A ORGANOS LINFATICOS
B29|279.9|OTRO SIGNO/SINTOMA DEL SISTEMA INMUNOLOGICO
B29|289.9|OTRO SIGNO/SINTOMA DE LA SANGRE
B29|289.9|OTRO SIGNO/SINTOMA DE LOS ORGANOS HEMATOPOYETICOS
B29|457.9|OTRO SIGNO/SINTOMA DE LOS ORGANOS LINFATICOS
B70|683|ABSCESO GANGLIO LINFATICO
B70|683|LINFADENITIS AGUDA
B71|289.1|LINFADENITIS CRONICA
B71|289.2|ADENITIS MESENTERICA AGUDA
B71|289.2|ADENITIS MESENTERICA CRONICA
B72|201.90|ENFERMEDAD HODGKIN
B72|202.80|OTRO LINFOMA
B73|208.9|LEUCEMIA
B74|203.00|MIELOMA MULTIPLE
B74|203.80|ENFERMEDAD MIELOPROLIFERATIVA
B75|238.4|POLICITEMIA VERA
B76|865.04|ROTURA TRAUMATICA BAZO, ESPLENICA
B77|865.00|OTRO TRAUMATISMO DEL BAZO
B78|282.0|ESFEROCITOSIS, ANEMIA
B78|282.49|TALASEMIA, ANEMIA
B78|282.41|ANEMIA CELULAS FALCIFORMES
B78|282.60|ANEMIA DREPANOCITICA
B78|282.9|ANEMIA HEMOLITICA HEREDITARIA
B80|280.9|ANEMIA FERROPENICA
B80|285.1|ANEMIA POR HEMORRAGIA
B81|281.0|ANEMIA MEGALOBLASTICA, MACROCITICA, PERNICIOSA (FAC INT B12)
B81|281.1|ANEMIA MEGALOBLASTICA, MACROCITICA, DEFICIT VITAMINA B12
B81|281.2|ANEMIA MEGALOBLASTICA, MACROCITICA, DEFICIT FOLATOS
B82|281.4|ANEMIA POR DEFICIENCIA DE PROTEINAS
B82|281.9|ANEMIA MEGALOBLASTICA, MACROCITICA NE
B82|283.9|ANEMIA HEMOLITICA ADQUIRIDA
B82|284.9|ANEMIA APLASICA (APLASTICA)
B82|285.8|OTRA ANEMIA ESPECIFICADA
B82|285.9|ANEMIA NE
B83|286.0|HEMOFILIA
B83|286.9|ALTERACION DE LA COAGULACION
B83|287.1|RESULTADO ANORMAL, PLAQUETAS
B83|287.2|PURPURA, ALTERACION COAGULACION
B83|287.5|TROMBOCITOPENIA
B84|288.00|AGRANULOCITOSIS, LEUCOCITOS
B84|288.00|NEUTROPENIA, LEUCOCITOS
B84|288.3|EOSINOFILIA, LEUCOCITOS
B84|288.60|LEUCOCITOSIS, LEUCOCITOS
B84|288.61|LINFOCITOSIS, LEUCOCITOS
B84|288.9|LEUCOCITOS, ANORMALIDAD
B84|288.9|RESULTADO ANORMAL SIN EXPLICACION, LEUCOCITOS
B87|789.2|ESPLENOMEGALIA, BAZO
B90|042|SINDROME DE INMUNODEFICIENCIA ADQUIRIDA (SIDA, CRS)
B99|135|SARCOIDOSIS
B99|279.3|OTRA INMUNODEFICIENCIA
B99|279.4|OTRA ENFERMEDAD HEMATOLOGICA AUTOINMUNE
B99|279.4|OTRA ENFERMEDAD INMUNOLOGICA
B99|286.9|ALTERACION DEL COMPLEMENTO, COAGULACION
B99|289.0|POLICITEMIA SECUNDARIA
B99|289.4|HIPERESPLENISMO, BAZO
B99|289.50|ENFERMEDAD BAZO NE
B99|289.9|OTRA ENFERMEDAD HEMATOLOGICA
B99|289.9|OTRA ENFERMEDAD LINFATICA
B99|457.1|ELEFANTIASIS
B99|790.0|ERITROCITOS, GLOBULOS ROJOS, HEMATIES, ANORMALIDAD
B99|790.0|RESULTADO ANORMAL SIN EXPLICACION, ERITROCITOS
B99|790.0|RESULTADO ANORMAL SIN EXPLICACION, GLOBULOS ROJOS, HEMATIES
B99|790.1|RESULTADO ANORMAL SIN EXPLICACION, VSG, VELOCIDAD
B99|790.99|OTRA ANOMALIA INESPECIFICA HEMATOLOGICA
D01|789.00|ABDOMEN AGUDO
D01|789.00|DOLOR ABDOMINAL AGUDO NE
D01|789.00|DOLOR ABDOMINAL COLICO, GENERALIZADO NE
D01|789.00|DOLOR ABDOMINAL GENERALIZADO/RETORTIJONES
D01|789.00|DOLOR ABDOMINAL NE
D02|536.8|DOLOR ESTOMAGO, EPIGASTRALGIA
D02|536.8|MALESTAR, PESADEZ DE ESTOMAGO, GASTRICO
D03|536.8|ACIDEZ DE ESTOMAGO
D03|536.8|PIROSIS, ARDOR DE ESTOMAGO
D04|564.6|ESPASMO ANAL
D04|564.6|PROCTALGIA FUGAX
D04|569.42|DOLOR ANAL, RECTAL
D05|698.0|PRURITO, PICOR PERIANAL
D06|789.00|DOLOR DE COLON
D06|789.00|OTRO DOLOR ABDOMINAL LOCALIZADO
D07|536.8|DISPEPSIA
D07|536.8|INDIGESTION
D08|787.3|DISTENSION, AUMENTO DEL PERIMETRO ABDOMINAL, POR GASES
D08|787.3|ERUCTOS
D08|787.3|FLATULENCIA, AEROFAGIA, DOLOR POR GASES
D09|787.02|NAUSEAS
D10|787.01|VOMITOS Y NAUSEAS
D10|787.03|ARCADAS
D10|787.03|EMESIS
D10|787.03|HIPEREMESIS
D10|787.03|VOMITOS
D11|009.3|DIARREA
D11|009.3|DIARREA Y VOMITOS
D11|009.3|HECES LIQUIDAS
D12|560.39|FECALOMA, IMPACTACION FECAL
D12|564.00|ESTREÑIMIENTO
D13|782.4|ICTERICIA
D14|578.0|HEMATEMESIS, VOMITO DE SANGRE
D14|578.9|HEMORRAGIA DIGESTIVA ALTA (HDA)
D15|578.1|HECES NEGRAS
D15|578.1|MELENA/S, SANGRE EN HECES
D16|569.3|HEMORRAGIA RECTAL Y ANAL, RECTORRAGIA
D16|569.3|SANGRE FRESCA EN HECES
D17|787.6|INCONTINENCIA FECAL
D18|564.89|ALTERACION/CAMBIO EN HECES, EN EL RITMO/HABITO INTESTINAL
D19|520.6|PROBLEMA CON LA ERUPCION DENTAL
D19|520.6|TRASTORNO DEL DESARROLLO Y ERUPCION DE LOS DIENTES
D19|520.9|DETERIORO DE LA DENTICION
D19|523.9|SIGNO/SINTOMA GINGIVAL, ENCIA
D19|525.9|DOLOR DIENTES, MUELAS, DENTAL
D19|525.9|SIGNO/SINTOMA DE DIENTES Y ENCIA
D19|99.97|PROBLEMA CON PROTESIS DENTAL/DENTADURA POSTIZA
D20|528.5|SIGNO/SINTOMA DE LABIO/S
D20|528.9|BOCA SECA
D20|528.9|SIGNO/SINTOMA DE BOCA
D20|528.9|ULCERA BUCAL
D20|529.1|LENGUA GEOGRAFICA
D20|529.3|LENGUA PILOSA
D20|529.3|LENGUA SABURRAL
D20|529.9|SIGNO/SINTOMA DE LENGUA
D20|784.99|HALITOSIS, MAL ALIENTO
D21|787.2|DETERIORO DE LA DEGLUCION
D21|787.2|DISFAGIA
D21|787.2|PROBLEMA DE DEGLUCION
D21|933.1|ATRAGANTAMIENTO
D23|789.1|HEPATOMEGALIA
D24|211.4|MASA ANAL NE
D24|211.9|BULTO ABDOMINAL NE
D24|211.9|MASA ABDOMINAL NE
D28|50.59|TRASPLANTE HEPATICO (TRANSPLANTE, HIGADO)
D28|52.80|TRASPLANTE PANCREAS (TRANSPLANTE)
D29|306.8|BRUXISMO, RECHINAR DE DIENTES
D29|787.5|SONIDOS INTESTINALES ANORMALES, RUIDOS, ANORMAL
D29|789.59|ASCITIS
D70|001.9|COLERA
D70|002.0|FIEBRE TIFOIDEA Y PARATIFOIDEA
D70|003.0|SALMONELOSIS
D70|004.9|SHIGELLOSIS
D70|005.1|BOTULISMO
D70|005.9|TOXIINFECCION ALIMENTARIA BACTERIANA
D70|006.9|AMEBIASIS
D70|007.1|GIARDIASIS, GIARDIA LAMBLIA
D70|007.9|OTRA GASTROENTERITIS INFECCIOSA POR PROTOZOOS
D70|008.43|CAMPILOBACTER, INFECCION GASTROINTESTINAL
D70|008.8|OTRA GASTROENTERITIS INFECCIOSA VIRICA
D70|009.3|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
D70|081.9|TIFUS
D71|072.0|ORQUITIS POR PAROTIDITIS
D71|072.1|MENINGITIS POR PAROTIDITIS
D71|072.3|PANCREATITIS POR PAROTIDITIS
D71|072.9|PAROTIDITIS EPIDEMICA/PAPERAS (CON/SIN COMPLICACION)
D72|070.1|HEPATITIS A
D72|070.30|HEPATITIS B AGUDA
D72|070.32|HEPATITIS B CRONICA
D72|070.51|HEPATITIS C AGUDA
D72|070.52|HEPATITIS D AGUDA, DELTA
D72|070.52|HEPATITIS D CRONICA, DELTA
D72|070.53|HEPATITIS E
D72|070.54|HEPATITIS C CRONICA
D72|070.9|OTRA HEPATITIS VIRICA
D73|005.9|INTOXICACION ALIMENTARIA INESPECIFICA
D73|009.3|COLITIS NE
D73|009.3|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
D73|009.3|GASTROENTERITIS INESPECIFICA, INFECCION INTESTINAL
D74|151.9|NEOPLASIA M DEL ESTOMAGO
D75|153.9|NEOPLASIA M DE COLON
D75|154.1|NEOPLASIA M DE RECTO
D76|157.9|NEOPLASIA M PANCREAS
D77|140.9|NEOPLASIA M DE LABIO (BOCA)
D77|141.9|NEOPLASIA M DE LENGUA
D77|142.9|NEOPLASIA M DE GLANDULAS SALIVARES
D77|145.9|NEOPLASIA M OTRA PARTE BOCA
D77|150.9|NEOPLASIA M DE ESOFAGO
D77|152.9|NEOPLASIA M INTESTINO DELGADO
D77|156.0|NEOPLASIA M VESICULA BILIAR
D77|156.1|NEOPLASIA M VIAS BILIARES, CONDUCTOS EXTRAHEPATICOS
D77|158.9|NEOPLASIA M RETROPERITONEO Y PERITONEO
D77|159.9|OTRA NEOPLASIA M APARATO DIGESTIVO NE
D78|211.1|POLIPO DE ESTOMAGO
D78|211.2|POLIPO DE DUODENO
D78|211.3|POLIPO DE COLON
D78|211.4|POLIPO DE RECTO
D78|211.9|NEOPLASIA BENIGNA APARATO DIGESTIVO
D78|211.9|NEOPLASIA INESPECIFICA/SIN HISTOLOGIA DE APARATO DIGESTIVO
D79|938|CUERPO EXTRAÑO EN TRACTO DIGESTIVO
D80|863.80|OTRA/S LESION/ES EXCLUSIVA DEL APARATO DIGESTIVO
D80|864.00|TRAUMATISMO DEL HIGADO, HEPATICO
D80|868.00|LESION/ES DE LOS ORGANOS ABDOMINALES
D80|873.60|HERIDA ABIERTA DE INTERIOR DE LA BOCA, SIN COMPLICACION
D80|873.63|LESION/ES DE LOS DIENTES
D80|873.64|LESION/ES DE LA LENGUA
D81|749.00|FISURA PALADAR
D81|749.00|PALADAR HENDIDO
D81|749.10|LABIO HENDIDO
D81|749.10|LABIO LEPORINO
D81|750.19|FRENILLO LENGUA
D81|750.3|ATRESIA DE ESOFAGO
D81|751.0|DIVERTICULO MECKEL
D81|751.3|ENFERMEDAD HIRSCHSPRUNG
D81|751.3|MEGACOLON
D81|751.60|ANOMALIA CONGENITA DE LAS VIAS BILIARES
D81|751.9|OTRA ANOMALIA CONGENITA APARATO DIGESTIVO
D82|520.6|DIENTES INCLUIDOS E IMPACTADOS
D82|521.00|CARIES DENTAL
D82|522.5|ABSCESO DENTAL
D82|522.5|FLEMON DENTAL
D82|523.00|GINGIVITIS
D82|523.9|ENFERMEDAD DE LA ENCIA/S
D82|523.9|ENFERMEDAD GINGIVAL Y PERIODONTAL
D82|524.4|MALOCLUSION DENTAL
D82|524.6|PROBLEMA DE LA ARTICULACION TEMPOROMANDIBULAR
D82|524.9|ANOMALIA DENTOFACIAL, DIENTES
D82|525.9|ENFERMEDAD DE LOS DIENTES
D82|525.9|OTRA ALTERACION DE DIENTES Y ESTRUCTURAS DE SOSTEN
D82|526.9|ENFERMEDAD DE LOS MAXILARES (QUISTES...)
D83|101|ANGINA DE VINCENT
D83|112.0|MUGUET, CANDIDIASIS BUCAL, BOCA
D83|527.2|PAROTIDITIS NO EPIDEMICA
D83|527.5|CALCULO SALIVAL
D83|527.6|MUCOCELE, BOCA
D83|528.00|ESTOMATITIS
D83|528.2|AFTAS BUCALES, AFTA
D83|528.2|AFTOSIS BUCAL
D83|528.2|ULCERA AFTOSA, BOCA
D83|528.5|ENFERMEDAD DE LABIO/S
D83|528.5|QUEILITIS
D83|528.5|QUEILOSIS
D83|528.6|LEUCOPLASIA DE MUCOSA ORAL
D83|528.9|ENFERMEDAD DE LA BOCA
D83|529.0|GLOSITIS
D83|529.9|ENFERMEDAD DE LA LENGUA
D84|530.0|ACALASIA
D84|530.1|ESOFAGITIS
D84|530.2|EROSION AGUDA MUCOSA ESOFAGO
D84|530.2|ULCERA ESOFAGICA
D84|530.6|DIVERTICULO ESOFAGICO
D84|530.7|SINDROME DE MALLORY WEISS
D84|530.81|REFLUJO ESOFAGICO, ERGE
D84|530.9|OTRA ENFERMEDAD DEL ESOFAGO
D85|532.30|EROSION AGUDA MUCOSA DUODENAL
D85|532.30|ULCERA DUODENAL, ULCUS PEPTICO
D86|531.30|EROSION AGUDA MUCOSA GASTRICA
D86|531.30|ULCERA GASTRICA, ULCUS
D86|533.30|OTRA ULCERA PEPTICA, ULCUS
D86|534.30|ULCERA GASTROYEYUNAL, ULCUS
D86|534.30|ULCERA MARGINAL APARATO DIGESTIVO, ULCUS
D87|535.00|OTRA GASTRITIS
D87|535.30|GASTRITIS ALCOHOLICA
D87|535.60|DUODENITIS
D87|536.0|ACLORHIDRIA
D87|536.1|DILATACION AGUDA ESTOMAGO
D87|536.8|ALTERACION FUNCIONAL DEL ESTOMAGO
D88|540.0|APENDICE PERFORADO
D88|540.1|ABSCESO APENDICULAR
D88|540.9|APENDICITIS
D89|550.90|HERNIA INGUINAL
D90|553.3|HERNIA DE HIATO (DIAFRAGMATICA)
D91|553.00|HERNIA FEMORAL
D91|553.1|HERNIA UMBILICAL, OMBLIGO
D91|553.21|HERNIA ABDOMINAL, EVENTRACION
D91|553.9|OTRA HERNIA ABDOMINAL
D92|562.10|DIVERTICULO DE COLON
D92|562.10|DIVERTICULO INTESTINAL
D92|562.10|DIVERTICULOSIS INTESTINO
D92|562.10|ENFERMEDAD DIVERTICULAR DEL INTESTINO
D92|562.11|DIVERTICULITIS INTESTINO
D93|564.1|COLITIS MUCOSA
D93|564.1|SINDROME DE COLON IRRITABLE, ESPASTICO
D94|555.9|ENFERMEDAD DE CROHN
D94|555.9|ENTERITIS REGIONAL
D94|556.9|COLITIS ULCEROSA
D94|558.9|ENTERITIS CRONICA
D95|565.0|FISURA ANAL
D95|565.1|FISTULA ANAL
D95|566|ABSCESO PERIANAL
D96|120.9|ESQUISTOSOMIASIS
D96|121.3|INFESTACION POR FASCIOLA HEPATICA
D96|122.9|HIDATIDOSIS DISEMINADA
D96|122.9|HIDATIDOSIS, QUISTE HIDATIDICO
D96|123.1|CISTICERCOSIS
D96|123.3|INFESTACION POR TENIA, TENIASIS
D96|123.9|OTRA INFESTACION POR CESTODOS
D96|124|TRIQUINOSIS
D96|125.3|ONCOCERCOSIS
D96|125.7|DRACUNCULOSIS
D96|125.9|FILARIASIS
D96|126.9|ERUPCION SERPIGINOSA, ANQUILOSTOMIASIS, LARVA MIGRATORIA CUT
D96|127.0|INFESTACION POR ASCARIS, ASCARIDIASIS
D96|127.1|INFESTACION POR ANISAKIS, ANISAKIASIS
D96|127.2|ESTRONGILOIDOSIS
D96|127.4|INFESTACION POR OXIUROS, OXIURIASIS, ENTEROBIUS VERMICULARIS
D96|127.9|OTRA INFESTACION POR HELMINTOS (GUSANOS)
D96|127.9|OTRA NEMATOSIS, NEMATODOS
D96|129|OTRA INFESTACION INTESTINAL NE
D97|571.1|HEPATITIS ALCOHOLICA
D97|571.5|CIRROSIS HEPATICA, HIGADO
D97|571.8|HIGADO GRASO, ESTEATOSIS HEPATICA
D97|572.3|PORTAL, HIPERTENSION
D97|572.4|SINDROME HEPATORRENAL
D97|573.3|HEPATITIS NE
D97|573.3|HEPATITIS NO VIRAL
D97|573.9|ENFERMEDAD HEPATICA NE
D98|574.20|COLELITIASIS (CALCULO, LITIASIS)
D98|574.20|COLICO BILIAR
D98|575.0|COLECISTITIS
R74|463|ADENOIDITIS AGUDA
R74|463|FARINGOAMIGDALITIS AGUDA DE PROBABLE ETIOLOGIA VIRICA
R74|464.00|LARINGOFARINGITIS AGUDA
R74|465.9|INFECCION RESPIRATORIA AGUDA DEL TRACTO SUPERIOR
R74|465.9|INFECCION RESPIRATORIA ALTA (IRA)
R75|461.9|SINUSITIS AGUDA, INFECCION SINUSAL
R75|461.9|SINUSITIS CRONICA, INFECCION SINUSAL
R76|463|OTRA AMIGDALITIS AGUDA, ANGINAS
R76|463|OTRA FARINGOAMIGDALITIS AGUDA
R76|475|ABSCESO PERIAMIGDALINO
R76|475|ABSCESO PERITONSILAR
R77|464.00|LARINGITIS AGUDA
R77|464.10|TRAQUEITIS AGUDA
R77|464.20|LARINGITIS/TRAQUEITIS AGUDA
R77|464.20|LARINGOTRAQUEITIS AGUDA
R77|464.4|CRUP LARINGEO
R78|466.0|BRONQUIOLITIS AGUDA
R78|466.0|BRONQUITIS AGUDA
R78|466.0|BRONQUITIS NE
R78|466.0|INFECCION PULMONAR AGUDA NE
R78|466.0|INFECCION RESPIRATORIA BAJA TRACTO INFERIOR, AGUDA NE
R78|466.0|LARINGOTRAQUEOBRONQUITIS AGUDA
R78|466.0|TRAQUEOBRONQUITIS AGUDA
R79|466.0|BRONQUITIS CRONICA
R80|487.1|GRIPE / SINDROME GRIPAL, INFLUENZA
R80|487.1|GRIPE DEMOSTRADA SEROLOGICAMENTE, INFLUENZA
R81|482.84|NEUMONIA, LEGIONELOSIS, ENFERMEDAD LEGIONARIOS
R81|486|BRONCONEUMONIA
R81|486|NEUMONIA
R81|486|NEUMONIA ATIPICA
R81|486|NEUMONIA BACTERIANA
R81|486|NEUMONIA GRIPAL
R81|486|NEUMONIA MICOTICA
R81|486|NEUMONIA NEUMOCOCICA, POR NEUMOCOCO
R81|486|NEUMONIA VIRAL
R81|486|NEUMONITIS
R81|511.9|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR NEUMONIA
R82|511.9|DERRAME PLEURAL/PLEURITIS/PLEURESIA (NO POR CANCER)
R82|511.9|EXUDADO PLEURAL INFLAMATORIO
R83|032.9|DIFTERIA
R83|117.9|MICOSIS RESPIRATORIA
R83|136.9|INFESTACION RESPIRATORIA SIN NEUMONIA
R83|460|RINITIS CRONICA NE
R83|460|RINOFARINGITIS CRONICA
R83|462|FARINGITIS CRONICA
R83|464.00|LARINGITIS CRONICA
R83|464.10|TRAQUEITIS CRONICA
R83|464.20|LARINGOTRAQUEITIS CRONICA
R83|464.30|EPIGLOTITIS
R83|465.9|OTRA INFECCION RESPIRATORIA
R83|510.9|EMPIEMA
R83|513.0|ABSCESO PULMONAR
R83|513.1|ABSCESO DE MEDIASTINO
R84|162.0|NEOPLASIA M DE TRAQUEA
R84|162.9|MESOTELIOMA
R84|162.9|NEOPLASIA M BRONQUIO
R84|162.9|NEOPLASIA M DE TRAQUEA/BRONQUIO/PULMON/PLEURA
R84|162.9|NEOPLASIA M PULMON
R84|163.9|NEOPLASIA M PLEURA
R85|149.0|NEOPLASIA M DE FARINGE
R85|160.0|NEOPLASIA M DE FOSAS NASALES, NARIZ
R85|160.9|NEOPLASIA M DE SENOS, RESPIRATORIO
R85|161.0|NEOPLASIA M CUERDA VOCAL
R85|161.9|NEOPLASIA M LARINGE
R85|164.9|NEOPLASIA M MEDIASTINO
R85|165.9|OTRA NEOPLASIA M DEL APARATO RESPIRATORIO
R86|212.1|NEOPLASIA BENIGNA DE LARINGE
R86|212.2|NEOPLASIA BENIGNA DE TRAQUEA
R86|212.3|NEOPLASIA BENIGNA BRONQUIO
R86|212.3|NEOPLASIA BENIGNA PULMON
R86|212.4|NEOPLASIA BENIGNA DE PLEURA
R86|212.5|NEOPLASIA BENIGNA DE MEDIASTINO
R86|212.9|NEOPLASIA BENIGNA APARATO RESPIRATORIO
R87|932|CUERPO EXTRAÑO EN NARIZ
R87|933.1|CUERPO EXTRAÑO EN NARIZ/LARINGE/BRONQUIO
R87|934.9|CUERPO EXTRAÑO EN EL APARATO RESPIRATORIO
R88|920|LESION Y TRAUMATISMO DE LA NARIZ, NASAL
R88|922.1|LESION Y TRAUMATISMO RESTO APARATO RESPIRATORIO
R88|922.1|OTRA LESION DEL APARATO RESPIRATORIO
R88|998.81|ENFISEMA QUIRURGICO
R89|748.0|ATRESIA COANAL, COANAS
R89|748.2|MEMBRANA DE LARINGE
R89|748.4|QUISTE PULMON CONGENITO
R89|748.9|OTRA ANOMALIA CONGENITA DEL APARATO RESPIRATORIO
R90|463|HIPERTROFIA/INFECCION CRONICA DE AMIGDALAS/ADENOIDES
R90|463|INFECCION CRONICA ADENOIDES, ADENOIDITIS
R90|463|INFECCION CRONICA AMIGDALAS, AMIGDALITIS
R90|474.11|HIPERTROFIA AMIGDALAS
R90|474.12|HIPERTROFIA ADENOIDES, VEGETACIONES
R92|212.9|NEOPLASIA INESPECIFICA DEL APARATO RESPIRATORIO
R95|492.8|ENFISEMA PULMONAR
R95|496|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC)
R95|496|OBSTRUCCION CRONICA DEL FLUJO AEREO (OCFA)
R96|493.01|ASMA EXTRINSECA
R96|493.01|ENFERMEDAD PULMONAR REACTIVA
R96|493.91|ASMA
R96|493.91|ASMA INTRINSECA
R96|493.91|BRONQUITIS ASMATICA
R96|493.91|CRISIS ASMATICA
R97|477.0|FIEBRE DEL HENO
R97|477.9|ALERGIA NASAL
R97|477.9|RINITIS ALERGICA, ALERGIA
R97|477.9|RINITIS VASOMOTORA
R98|306.1|SINDROME DE HIPERVENTILACION
R99|470|DESVIACION DEL TABIQUE NASAL, DESVIADO
R99|471.9|POLIPO NASAL BENIGNO
R99|478.0|HIPERTROFIA DE CORNETES
R99|478.19|OTRO PROBLEMA DE LA NARIZ
R99|478.30|PARALISIS DE CUERDA VOCAL O DE LARINGE
R99|478.4|POLIPO CUERDA VOCAL BENIGNO
R99|478.5|OTRA ENFERMEDAD DE CUERDA VOCAL
R99|478.6|EDEMA LARINGEO
R99|478.70|OTRA ENFERMEDAD LARINGEA
R99|494.0|BRONQUIECTASIAS
R99|495.0|PULMON DE CRIADOR DE AVES, DE GRANJERO
R99|495.9|ALVEOLITIS ALERGICA EXTRINSECA
R99|495.9|NEUMONITIS ALERGICA
R99|501|ASBESTOSIS
R99|505|NEUMOCONIOSIS
R99|506.0|NEUMONITIS POR HUMO
R99|506.0|NEUMONITIS POR MOHO
R99|506.0|NEUMONITIS POR POLVO
R99|506.0|NEUMONITIS POR PRODUCTO QUIMICO
R99|506.9|EFECTO TOXICO RESPIRATORIO
R99|507.0|NEUMONIA POR ASPIRACION
R99|511.0|ENFERMEDAD DE LA PLEURA
R99|512.8|NEUMOTORAX
R99|515|FIBROSIS PULMONAR POSTINFLAMATORIA
R99|516.1|HEMOSIDEROSIS PULMONAR IDIOPATICA
R99|518.0|COLAPSO PULMONAR
R99|518.3|EOSINOFILIA PULMONAR
R99|518.89|COMPLICACION PULMONAR DE OTRA ENFERMEDAD
R99|519.3|OTRA ENFERMEDAD DEL MEDIASTINO
R99|519.4|ALTERACION DIAFRAGMATICA, DIAFRAGMA
R99|519.9|OTRA ENFERMEDAD DEL APARATO RESPIRATORIO
S01|692.9|INFLAMACION DE LA PIEL
S01|782.0|DOLOR PIEL
S01|782.0|SENSIBILIDAD ANORMAL DE LA PIEL
S02|698.9|PRURITO, PICOR DE CUERO CABELLUDO
S02|698.9|PRURITO, PICOR EN LA PIEL
S03|078.10|OTRA VERRUGA
S03|078.10|VERRUGA PLANTAR
S03|078.10|VERRUGA VIRAL
S03|078.10|VERRUGA VULGAR
S04|708.9|RONCHAS
S04|709.8|PAPULA, PAPULAS
S04|782.2|FIBROMA PENDULO, PENDULAR
S04|782.2|INFLAMACION/MASA LOCALIZADA
S04|782.2|MASA PIEL LOCALIZADA / NODULO SUBCUTANEO
S04|782.2|NODULO PIEL, MASA LOCALIZADA
S04|782.2|QUISTE PIEL, MASA LOCALIZADA
S04|782.2|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
S05|709.8|INFLAMACION/MASAS/PAPULAS MULTIPLES
S05|782.2|TUMOR, MASA MULTIPLE CUTANEO
S06|695.9|ENROJECIMIENTO, ERITEMA LOCALIZADO
S06|708.0|RASH, EXANTEMA LOCALIZADO
S07|695.9|ENROJECIMIENTO, ERITEMA GENERALIZADO
S07|708.0|RASH, EXANTEMA GENERALIZADO
S08|709.00|DISCROMIA
S08|709.00|EXCESO DE PIGMENTACION, COLOR PIEL
S08|709.00|MANCHA/S PERIOCULAR/ES
S08|709.00|PALIDEZ Y RUBOR, COLOR PIEL
S08|709.00|PALIDEZ, COLOR DE LA PIEL
S08|709.09|CAMBIO EN EL COLOR DE LA PIEL
S08|709.09|LENTIGO SENIL
S08|709.09|PECAS
S08|782.5|CIANOSIS, COLOR PIEL
S08|782.62|SOFOCOS, COLOR PIEL
S09|681.00|CELULITIS DEDO MANO
S09|681.01|PARONIQUIA
