AUI|CODE|STR|ISPREF
B00052970A|Y04.3|INFLAMACION PREPUCIO|N
B04776307A|K90.48|ACVA LACUNAR ( 09/04)|N
B08786227A|D20.30|LESION  (LABIO)|N
B09393673A|R96.1|ASMA +++++++++++++|N
B02297696A|L15.3|SIGNO/SINTOMA DE LA RODILLA  IZDA|N
B04479162A|T91.18|VITAMINAS DEFICIENCIA VIT  B12|N
B00025702A|K89.7|AMNESIA GLOBAL  TRANSITORIA|N
B00910638A|L75.4|FRACTURA DE CADERA DER|N
B11394829A|N16.2|DISGEUSIA.-|N
B04312310A|R74.6|CVA  : URG|N
B02808596A|L99.6|POLIMIOSITIS, DERMATOMIOSITIS|N
B04372019A|A50.8|***** POLIMEDICADO ******|N
B00040850A|R81.5|NEUMONIA BACTERIANA /PROB.)|N
B02814386A|A67.10|DERIVACION ESPECIALIDAD|N
B09349278A|D90.999|HERNIA  HIATO  .RGE|N
B01602925A|N08.9|TEMBLOR DE MANOS..|N
B11433077A|Y77.1|NEO. PROSTATICA|N
B00014364A|D70.26|GEA (GASTROENTERITIS INFEC. INESP.) -SUAP|N
B11364783A|P18.1|ABUSO (DE) FARMACOS DEPENDIENTE ***|N
B11426791A|D02.2|DOLOR   GASTRICO|N
B08815471A|X99.17|OVARIOS   POLIQUISTOS|N
B02012482A|S91.7|DERMATITIS SEBORREICA - PSORIASIFORME|N
B04411371A|R05.1|TOS EXPECTORACION AG - CRO|N
B08922709A|K78.21|FIBRILACION AURICULAR, (2-3)|N
B02473117A|K92.40|FENOMENO DE  RAYNAUD|N
B01981431A|P77.16|INTENTO D SUICIDIO|N
B00324856A|S02.3|PRURITO  PIERNAS. NC|N
B00043794A|S18.4|HERIDA CUERO CABELLUDO ,|N
B08664641A|X99.23|POLIPO ENDOMETRIAL**|N
B04504855A|T86.8|HIPOTIROIDISMO (NC) HIPOTIROIDISMO AUTOINMUNE|N
B00038831A|R74.6|URG.CVA (CATARRO DE VIAS ALTAS)|N
B03231889A|D97.34|QUISTES HEPATICOS-|N
B00012088A|B80.1|ANEMIA FERROPENICA*|N
B00047550A|T89.4|DIABETES MELLITUS TIPO II ,INSULINA...............|N
B00028830A|L17.15|TALALGIA (BILATERAL)|N
B01357070A|A96.7|MUERTE (|N
B11428014A|S88.6|ECCEMA , NC|N
B00566064A|K76.5|IAM INFERIOR. IAM ANT ANTIGUO DISFUNCION VI SEVERA|N
B11378536A|H86.12|HIPOACUSIA  PERCEPTIVAS BILATERAL|N
B07788329A|K76.12|I.A.M NO Q (2001).|N
B02196043A|S02.2|PRURITO,CUERO CABELLUDO|N
B04392575A|L75.1001|FRACTURA CADERA IZDA. PROTESIS PARCIAL 81:52|N
B00686094A|R81.9|NEUMONIA BASAS DCHA|N
B00032914A|N01.7|CEFALEA, MIXTA.|N
B11363902A|L76.4|FRACTURA COSTILLAS 7º ARCO COSTAL D|N
B01713093A|L12.3|DOLOR DEDOS MANO IZQUIERDA.|N
B00026292A|K99.1|ANEURISMA AORTICO.|N
B04470200A|X07.1|CICLO MENSTRUAL IRREGULAR ; CICLO MENSTRUAL IRREGULAR|N
B11430871A|A61.1|**-*INFORME|N
B01765737A|R90.7|AMIGDALO + ADENOIDECTOMIA|N
B08544787A|F76.1|EXTRAÑO, CUERPO OJO!IZDO|N
B02251118A|U99.25|QUISTES  RENAL NC|N
B00036081A|P76.1|DEPRESION/TRASTORNOS DEPRESIVOS|N
B00899083A|H77.1|PERFORACION DE TIMPANOS.|N
B02719456A|L98.6|HALLUX VALGUS, JUANETE  DCHO|N
B01872175A|Z04.6|INTERVENCION  SOCIAL NC******************|N
B03035318A|N93.7|SINDROME TUNEL CARPIANO/ DCHO|N
B11371639A|K74.5|CARDIOPATIA ISQUEMICA  ( ANGINA )|N
B02534991A|A92.22|ALERGIA ALIMENTARIA: + A ANISAKIS|N
B02488116A|L96.16|LESION MENISCO (RODILLA) MEDIAL DERECHA|N
B02851490A|H70.3|OTITIS EXTERNA - DERECHO/A - DERECHO/A|N
B03139963A|P12.1|INCONTINENCIA URINARIA ORIGEN NO ORGANICO (PSIC./FUNC.).....|N
B11410053A|N17.12|MAREOS-|N
B00676388A|A06.5|SINCOPE NC|N
B01726449A|X30.1|REVISION GINECOLOGICA+|N
B00028715A|L17.5|DOLOR PIE - IZQUIERDO/A|N
B00009266A|A27.1|MIEDO (DE PADEC.) TUBERCULOSIS/ ESTUDIO DE CONTACTOS|N
B00014915A|D82.11|MALPOSICION DENTAL,CORDALES|N
B11368958A|A85.14|ALERGIA A FARMACOS-PENICILINA-|N
B00000441A|A78.29|TOXOPLASMOSIS CONGENITA|Y
B01193881A|X15.6|HEMORRAGIA VAGINAL NC|N
B11436870A|U99.10|INSUFICIENCIA RENAL CRONICA -|N
B02167743A|L86.20|HERNIA DISCAL LUMBAR  L4L5|N
B09284441A|R95.2|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC), TIPO ENFISEMA|N
B00011933A|B70.6|INFECCIO, GANGLIS NC|N
B02452721A|N17.16|MAREO (ORTOSTATISMO)|N
B06670424A|K76.12|IAM 1973|N
B08980210A|X84.1|VULVITIS , VAGINITIS|N
B09034469A|R05.8|TOS SECA(FARINGITIS)|N
B09021118A|L18.3|::::::CALAMBRES MUSCULARES|N
B06586530A|K90.48|INFARTO CEREBRAL 13/2/03|N
B08749445A|R99.36|RINITIS CRONICA **|N
B02947519A|P02.3|REACCION A ESTRES AGUDO|N
B02526733A|D06.27|DOLOR  INGUINAL   D|N
B01210735A|S16.3|CONTUSION DERECHO  CODO|N
B00049530A|U71.5|DISURIA / ITU|N
B11372616A|P01.20|NERVIOS , ANSIEDAD|N
B00049144A|U14.2|DOLOR/MOLESTIA RIÑON, RENAL - DERECHO/A|N
B11434780A|S29.9|SIGNO QUEJA SINTOMA PIEL NC|N
B02081920A|L04.9|DOLOR TORACICO DE PARED-|N
B00293925A|K06.1|VENAS  PROMINENTES|Y
B00037782A|R09.6|PROBLEMA SINUSAL (TRACTE) NC|N
B00052659A|X84.5|VAGINOSIS  BACTERIANA|N
B01618909A|D07.1|DIFICUL DIGESTION|N
B08895251A|L87.1|GANGLION ; GANGLION Y QUISTE DE SINOVIA, TENDON Y BOLSA|N
B08842588A|L20.9|DOLOR GENERALIZADO, DE ARTICULACIONES,|N
B11375708A|L03.1|LUMBALGIA (SIN IRRADIACION) _SUAP|N
B02377349A|U71.5|ITU..|N
B00614435A|P06.26|SUEÑO,APNEA|N
B11387896A|H86.9|HIPOACUSIA CRONICA SEVERA.|N
B01757674A|U71.5|ITU A  E COLI|N
B00010831A|A88.9|XOC ELECTRIC|N
B01117651A|A03.1|SAR        FIEBRE (FEBRIL)|N
B08168810A|R74.6|URG_:CVA CATARRO VIAS ALTAS|N
B01920765A|L99.38|AQUILES, ROTURA DEL TENDON DE*|N
B11425828A|P20.33|DESORIENTACION**********|N
B00969985A|B99.8|***GAMMAPATIA MONOCLONAL|N
B05710132A|R78.5|BRONQUIOLITIS:|N
B00909691A|K77.3|INSUFICIENCIA  CARDIACA  CONGESTIVA|N
B09336323A|D01.5|DOLOR NC -DOLOR ABDOMINAL INESPECIFICO|N
B09279242A|D10.1|VOMITO, VOMITOS .|N
B10234899A|K90.48|ACV INFARTO ART CEREBRAL MEDIA 6/86|N
B11406713A|L03.1|LUMBALGIA (SIN IRRADIACION) - LUMBALGIA|N
B00029190A|L20.4|DOLOR            ARTICULAR|N
B00027473A|L09.2|DOLOR BRAZO  DCHO.|N
B00018239A|F82.1|RETINA, DESPRENDIM. DE|N
B02206968A|T08.3|BAJAR DE PESO|N
B11401340A|L82.12|**PECTUS EXCAVATUM**|N
B00711873A|Z04.6|PROBLEMA SOCIAL NC **************|N
B11389934A|F84.1|DEGENERACION MACULAR OI+|N
B02387705A|B81.2|ANEMIA   POR  DEFICIT DE   FOLATOS|N
B02970870A|D73.1013|GEA (GASTROENTERITIS .)|N
B11429039A|L79.6|ESGUINCE HOMBRO (AL)|N
B01450512A|S18.4|CORTE EN CUERO CABELLUDO(HERIDA)|N
B01846711A|K78.18|TAO      FIBRILACION AURICULAR|N
B00022339A|K01.4|DOLOR TORACICO  ATIPICO|Y
B00048257A|T92.4|+GOTA|N
B00018243A|F82.1|RETINA, DESPRENDIM. DE OD|N
B01584907A|K84.18|SINDROME TAQUICARDIA BRADICARDIA|N
B00021547A|H81.3|TAPON CERUMEN AO|N
B11392062A|K07.2|INFLAMACION TOBILLO NO TRAUMAT NC DCHO|N
B02024554A|D97.7|HEPATITIS  (NO VIRAL)|N
B02026735A|L87.35|TENDINITIS NC BICIPITAL|N
B00296543A|L18.13|FASCIITIS PLANTAR|N
B04993293A|K76.12|INFARTO DE MIOCARDIO 1981|N
B09049425A|R95.6|EPOC LEVE.-|N
B00030255A|L77.1|ESGUINCE TOBILLO,|N
B02672856A|B73.7|LEUCEMIA  LINFOIDES  CRONICO|N
B02857675A|A44.4|VACUNA DE SARAMPION|N
B00134622A|S18.4|CORTE HERIDA  MANO IZQUIERDA|N
B00211549A|K76.12|IAM NO Q . CAR.  JU-08 PEND ,PRIUEB FUNCIONALES|N
B00284380A|L99.53|CONDROMALACIA ROTULIANA- DERECHO/A|N
B08813394A|U71.12|ITU DE REPETICION -|N
B00234710A|L08.1|HOMBRO  IZQUIERDO DOLOROSO|N
B00047810A|T90.8|DIABETES MELLITUS TIPO 2 ADO|N
B00211134A|L03.10|LUMBALGIA + EMBARAZADA|N
B09242663A|S23.2|PELO CAIDA  DEL|N
B06017832A|K90.48|INFARTO CEREBRAL 98|N
B11384245A|L72.1|COLLES, FRACTURA DE - IZQUIERDO/A ,|N
B01895382A|S79.4|FIBROMAS PENDULO, PENDULAR|N
B11431801A|T82.999|OBESIDAD  ; OBESIDAD INESPECIFICA|N
B02546322A|S88.14|DERMATITIS NUMULAR, NC|N
B00021798A|H81.3|TAPON DE CERUMEN O. I.|N
B11402495A|L15.2|GONALGIA. IZQ.|N
B02816604A|H70.1|ECCEMA MEATO AUDITIVO  DCH|N
B11371759A|S13.1|MORDEDURA ANIMAL //  GATO|N
B09255888A|H05.1|OTORRAGIA/ DERECHA|N
B08541913A|D83.19|ESTOMATITIS AGUDA/ HERPETICA|N
B00022236A|H86.9|+HIPOACUSIA CRONICA|N
B00475664A|A98.8|REVISION DEL NIÑO SANO 2- 5 AÑOS|N
B08706866A|L77.1|DISTENSION-ESGUINCE NC TOBILLO DERECHO|N
B11422086A|A97.1|CONSULTA SIN ENFERMEDAD¡¡¡¡¡¡¡¡¡¡¡|N
B01733044A|Z25.3|ACTOS VIOLENTOS VIOLENCIA|N
B11413276A|N17.9|VERTIGO ++|N
B09305487A|L86.18|LUMBOCIATICA /DERECHA|N
B11417598A|K02.4|TORAX PRESION EN EL - ATRIBU. AL CORAZON.|N
B11415967A|R74.6|INFECCION RESPIRATORIA ALTA *****************|N
B00024055A|K78.19|AURICULAR FIBRILACION PAROXISTICA/INR 2-3|N
B00004711A|P72.4|REACCION PARANOIDE|N
B01118451A|K75.101|IAM (INFARTO AGUDO DE MIOCARDIO) INFERIOR|N
B02304500A|K76.12|CARDIOPATIA ISQUEMICA (INFARTO ANTEROSEPTAL 06-A05)|N
B01562329A|L01.15|CERVICOARTROSIS. CERVICALGIA|N
B07477672A|K76.12|IAM NOQLATERAL1996|N
B01269339A|L13.2|(DOLOR COXIS)|N
B04471570A|F93.6|PIO ELEVADA ELEVADA|N
B11365060A|L01.11|CONTRACTURA CERVICAL ( ACC TRAFICO )|N
B11365796A|R90.6|/ADENOIDECTOMIA|N
B00048973A|U04.2|INCAPACITAT RETENIR L' ORINA|N
B11363764A|L83.9|HERNIA DISCAL CERVICAL C5 -  C6|N
B02150871A|L74.5|METATARSIANO- FRACTURA|N
B02669014A|U71.5|ITU (INFECC. TRACTO URINARIO). POSIBLE PROSTATITIS AGUDA|N
B00124951A|S04.2|HEMATOMAS SUBCUT, LOCALIZADOS.|N
B08833344A|T93.10|DISLIPEMIA MIXTA+++++++++++|N
B01524094A|X15.6|HEMORRAGIA SANGRANDO /VAGINAL|N
B11376774A|D01.5|DOLOR NC DE BARRIGA|N
B11377640A|L09.2|DOLOR . BRAZO|N
B00197948A|S12.1|GARRAPATAS, PICADURAS|N
B00049814A|U71.6|INFECCIO, URINARIA (TRACTE) PUERPERAL NC|N
B11408606A|L95.-1|POLIARTROSIS///OSTEOPOROSIS|N
B03028434A|T90.2|DIABETES MELLITUS @|N
B01274363A|L12.5|DOLOR EN MANO IZQUIERDA|N
B00019432A|F92.8|CATARATA DE OI IQ|N
B08907559A|T91.5|DEFICIT  VITAMINICO|N
B08542937A|S80.1|QUEMADURA DE LA PIEL SOLAR|N
B00009642A|A50.7|CONTROL DE RECETAS|N
B00036673A|P80.1|PROBLEMA PERSONALIDAD NC|N
B11394002A|A91.994|INTOLERANCIA A LA GLUCOSA (NO DIABET|N
B01460111A|F84.1|DEGENERACION MACULAR DCHA.|N
B11426707A|L94.4|ENF DE SCHEUERMANN .|N
B08965020A|L11.2|DOLOR MUÑECA NC IZQ.|N
B00372216A|H82.14|VERTIGOS  POSICIONALES|N
B05646151A|L90.2|RODILLAS BILATERAL POR ARTROSIS|N
B00829958A|T86.9|HIPOTIROIDISMO POSTIROIDECTOMIA.|N
B11399146A|L84.3|ESPONDILOARTROSIS++|N
B00032306A|L95.1|OSTEOPOROSIS (|N
B03009118A|L08.1|<<<<<<<<DOLOR HOMBRO - DERECHO/A|N
B02798464A|L79.7|ESGUINCE MUÑECA IZQ|N
B09301807A|F92.8|CATARATA      QX|N
B00054207A|Z04.12|DOMICILIO: REVISION|N
B11420230A|F92.1005|(CATARATA)OD|N
B00028386A|L15.2|GONALGIA IZDA +|N
B08507920A|X37.2|NORMAL (CITOLOGIA)|N
B01532875A|D89.20|HERNIA INGUINAL NC IZQUIERDA ; HERNIA INGUINAL|N
B00005578A|S18.4|FERIDA INICISO-CONTUSA|N
B01200137A|K90.10|INFARTO CEREBRAL----------------------------------------|N
B09212608A|H02.2|PROBLEMA OIDO DCHA|N
B09511502A|K76.12|IAM POST INFERIOR:2.001|N
B08975709A|A29.3|SINTOM, SIGNO QUEJA|N
B04151729A|A03.1|FIEBRE FEBRIL,|N
B02648059A|K78.18|AURICULAR FIBRILACION --  TAO|N
B11384478A|D98.8|COLELITIASIS ** COLECISTECTOMIA|N
B00805652A|A91.48|-HIPERGLUCEMIA|N
B00173122A|D01.15|DOLOR ABDOMINAL AGUDO NE  ----------|N
B04437071A|L28.5|INMOVILIZADO. ATENCION A DOMICILIO.|N
B11414084A|P76.17|--  TRASTORNO ADAPTATIVO DEPRESIVO|N
B00023931A|K78.18|FIBRILACION AURICULAR. TTO  SINTROM|N
B11410770A|S22.3|SINTOMAS / SIGNOS DE LAS UÑAS|N
B11382586A|R05.8|CATARRO-TOS SECA..|N
B11379456A|L13.1|DOLOR CADERA MUSCULO ESQUELETI. NC IZQUIERDA|N
B02712528A|D83.8|INFLAMACION LENGUA|N
B00023829A|K78.21|FIBRILACION AURICULAR(2-3)|N
B00003702A|L86.15|SACRALGIA|Y
B00053451A|Y85.2|PROSTATA HIPERTROFIA BENIGNA|N
B03119992A|S11.1|INFECCION DE HERIDA POSTRAUMATICA, PIEL ---------------|N
B08869635A|R03.3|RUIDO RESPIRATORIO)|N
B08911181A|L29.4|DOLOR NC BRAZOS|N
B00045946A|S98.2|URTICARIA NC   .|N
B04316840A|D84.8|>>>    REFLUJO ESOFAGICO, ERGE    ----------|N
B11432547A|K83.1016|INSUFICIENCIA   MITRAL  SEVERA|N
B06089294A|L04.2|DOLOR NC COSTAL  DER|N
B00027189A|L08.1|DOLOR  HOMBRO NC - DERECHO/A|N
B00021383A|H75.2|NEOPLASIA MALIGNA OIDA|N
B00076888A|P80.9|TRASTORNO ESQUIZOIDE DE PERSONALIDAD|N
B11372648A|P01.20|NERVIOS/ANSIEDAD/NERVIOSO|N
B11396790A|D02.5|DOLOR EPIGASTR.|N
B00003598A|L82.14|PIE ZAMBO (CONGENITO)|Y
B00001839A|F03.6|LAGRIMEO, EPIFORA, OJO LLOROSO - AMBOS/AS|Y
B11409643A|X05.9|SINTOMA, QUEJA, SIGNO MENSTRUALES.|N
B11396872A|D02.15|DOLOR ESTOMAGO / EPIGASTRALGIA|N
B00015890A|D89.18|HERNIA INGUINAL DCHA.INTERVENIDA|N
B00044303A|S70.-1|HERPES ZOSTER LUMBAR|N
B00024217A|K80.8|ARRITMIA CARDIACA|N
B00019531A|F93.2|HIPERTENSION OCULAR..................................|N
B11429234A|W15.4|+INFERTILIDAD FEMENINA|N
B11378445A|H86.25|HIPOACUSI BILATERAL.|N
B00012786A|D02.5|EPIGASTRALGIA,|N
B11427135A|P72.10|LOS DE SU ESQUIZOFRENIA|N
B11424045A|R95.3|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA / EPOC . REAGUDIZACIONES|N
B00023219A|K76.4|CARDIOPATIA ISQUEMICA CRONICA)|N
B09292933A|R80.1|SINDROME. GRIPAL|N
B02057091A|S78.1|LIPOMA EN LA ESPALDA|N
B00028820A|L17.9|DOLOR DE CALCANEO|N
B00031536A|L88.7|ARTRITIS REUMATOIDE  SERONEGATIVA|N
B00022285A|K01.1|DOLOR COR NC|N
B01841044A|F92.8|CATARATA OPERADAS|N
B01577529A|D08.7|GASES (FLATULENCIA)-|N
B03239933A|S76.13|LINFANGITIS    NC|N
B03014505A|T90.8|--DIABETES MELLITUS TIPO II ADO|N
B00032955A|N05.3|SENSACION HORMIGUEO EN MANOS.|N
B00012402A|B90.5|INFECCION, VIH.|N
B00012069A|B80.-1|ANEMIA  FERROPENICA  LEVE|N
B11413342A|W82.4|ABORTO INCOMPLETO  .|N
B00028052A|L14.7|DOLOR MMII.|N
B09361437A|K07.5|EDEMA,MMII|N
B08733189A|F92.1007|CATARATA O.I-|N
B09216395A|H70.3|OTITIS EXTERNA IZDA*|N
B04713760A|S23.1|ALOPECIA ; ALOPECIA|N
B11401041A|L74.2|FX. FALANGE|N
B00023956A|K78.21|FIBRILACION AURICULAR.TAO(2-3)|N
B00052923A|X99.6|MALALTIA GENITAL FEMENINA NC|N
B01875230A|R21.1|BULTOS EN CUELLO|N
B11376256A|K78.2|FIBRILACION AURICULAR *          +++++  +++|N
B08793470A|U76.1|NEOPLASIA  MALIGNA VESICAL|N
B09053094A|A91.46|GGT AUMENTADA.|N
B11432467A|L14.9|SINTOMA, QUEJA, SIGNO PIERNA  IZQ|N
B00030230A|L77.1|ESGUINCE TOBILLO IZDO|N
B01923383A|N06.10|PARESTESIAS EN LAS MANOS.|N
B02874258A|K90.48|ACCIDENTE CEREBROVASCULAR (1994)|N
B02108405A|L01.12|CONTRACTURA MUSCULAR  TRAPECIO  DERECHO|N
B08822532A|K84.30|BLOQUEO COMPLETO, AURICULOVENTRICULAR|N
B11281536A|K90.49|INSUFICIENCIA VERTEBRO-BASILAR 1981|N
B01625109A|B72.1|HODGKIN,LINFOMA|N
B11389533A|L75.2|FRACTURA DE CUELLO DE  FEMUR IZQ|N
B00033585A|N88.4|EPILEPSIA NC|N
B02254496A|L93.3|EPITROCLEITIS / DCHA|N
B00038526A|R74.10004|CVA .GEA.|N
B09253058A|D01.5|ABDOMEN DOLOR.ESTREÑ|N
B00355517A|L95.-1|POLIARTROSIS - OSTEOPOROSIS|N
B04664305A|L87.39|TENDINITIS NC (PIE)|N
B01471861A|F91.8|MIOPIA - Y ASTIGMATISMO|N
B00746421A|S18.4|LACERACION, HERIDA EN EL PIE|N
B09180073A|L04.2|DOLOR/COSTILLA|N
B11435221A|S74.17|MICOSIS , PIES|N
B00294719A|D73.10|GASTROENTERITIS A|N
B00005182A|R78.4|TRAQUEOBRONQUITIS (AGUDA)|Y
B02531133A|L17.3|DOLOR DEDOS PIE IZQ.|N
B11380946A|F92.1006|CATARATA OJO -DERECHO|N
B08768280A|R95.1|ENFERMEDAD PULMONAR OBSTR. CRO. (EPOC- A )|N
B00041683A|R96.25|ASMA INTERMITENTE LEVE|N
B00045150A|S86.5|COSTRA  LACTEA|N
B01905459A|A03.11|ITU/  FIEBRE|N
B02938761A|D06.13|HIPOGASTRO DOLOR|N
B09053754A|P04.1|AGITADO/|N
B00039513A|R74.6|INFECCION RESPIRATORIA ALTA (IRA)( URGEN)|N
B02643332A|W10.1|ANTICONCEPCION EMERGENCIAS|N
B08069968A|K90.48|ACVA TROMBOTICO EN 9 2005|N
B02166682A|L12.3|DOLOR EN DEDO DE MANO IZQ.|N
B02275026A|K77.6|EDEMA   AGUDO PULMON|N
B00192336A|L87.40|TENDINITIS NE  RODILLA IZDA|N
B00044976A|S82.2|NEVUS MULTIPLES.|N
B02717044A|S88.-1|DERMATITIS NE PIES|N
B02519474A|K80.15|ARRITMIA CARDIACA >> MARCAPASOS|N
B06646442A|K90.48|ACV  CON PARESIA DERECHA RESIDUAL 2004|N
B01829075A|S07.3|(EXANTEMA)|N
B11384250A|D75.1|NEOPLASIA MALIGNA COLON: RECIDIVA TUMORAL|N
B00021963A|H81.7|OIDA, ORELLA CERA EXTRACCIO DE|N
B11427368A|L03.11|LUMBALGIA (DE ESFUERZO|N
B11385621A|S16.3|GOLPE, VER  CONTUSION (SAR)|N
B04306685A|D72.13|HEPATITIS B Y HEPATITIS C.|N
B00034567A|P01.16|ANSIEDAD + INSOMNIO|N
B00017712A|F72.2|CHALACION- IZQUIERDO/A|N
B01563383A|A03.8|FIEBRE  /VIRIASIS|N
B03250319A|K96.14|HEMORROIDES ; HEMORROIDES TROMBOSADAS NO ESPECIFICADAS|N
B04152865A|R21.9|SAR -ODINOFAGIA|N
B00014884A|D82.10|MALA OCLUSION (NE) / MALOCLUSION|N
B01197188A|T90.8|DIABETES MELLITUS. ADO|N
B11438560A|K79.2|TAQUICARDIA PAROXISTICA SUPRAVENTRICULA...|N
B01106016A|A06.5|MAREO/VAHIDO (CON SINCOPE)|N
B04768604A|K87.3|HTA COMPL: CARDIOPATIA HIPERTENSIVA|N
B11421916A|D78.8|POLIPOSIS COLON ++|N
B00115543A|N01.1|URGENCIA.:CEFALEA, NC|N
B02761701A|D93.2|SINDROME INTESTINO IRRITABLE.|N
B00040527A|R78.9|BRONQUITIS CON BRONCOESPASMO.|N
B08871224A|R81.-1|FIEBRE (FEBRIL) = NEUMONIA|N
B11391987A|L87.40|TENDINITIS RODILLA DERECHA.-|N
B11400461A|R74.3|* FARINGITIS|N
B00052852A|X99.17|POLIQUISTICO, OVARIO|N
B00966658A|P17.3|TABAQUISMO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!|N
B02010852A|T89.1|DIABETES MELLITUS. TIPO 1|N
B11438892A|A91.51|/MICROCITOSIS|N
B09014499A|S88.11|DERMATITIS, NC/ MANOS|N
B02601880A|U14.3|COLIC NEFRITIC  ESQ|N
B02541196A|L13.3|SINTOMA QUEJA SIGNO CADERA  DERECHA NC|N
B00002592A|K29.2|CIRCULACION POBRE|N
B11374754A|L84.29|ARTROSIS CERVICAL Y LUMBAR..|N
B11380205A|L75.1001|FRACTURA  CADERA IZDA PROTESIS|N
B08422933A|L86.8|-HERNIA DISCAL LUMBAR|N
B00057302A|L13.201|COXARTRALGIA|N
B01278556A|Y06.6|SDME  PROSTATICO|N
B02114372A|S88.14|ECCEMA  CARA NC|N
B11400619A|R74.3|FARINGITIS EN URG|N
B11371929A|A91.21|TRANSAMINASAS ANORMALES**|N
B11363924A|K78.19|FIBRILACION AURICULAR  PAROXISTICA (INR 2.3)|N
B03086507A|X88.2|MASTOPATIA FIBROQUISTICA DIFUSA-|N
B09127281A|L76.3|FRACTURA CLAVICULAR DCHA.|N
B00001184A|D15.1|HECES COMO BREA/PEZ|N
B00034576A|P01.16|ANSIEDAD INSOMNIO|N
B11384595A|L76.22|FX DE COCCIX|N
B04262020A|L96.16|LESION MENISCO (RODILLA DERECHA)MEDIAL NC|N
B07681666A|A30.8|- ALERGIAS NO|N
B00034431A|P04.3|IRRITACIO, IRRITABLE PERSONALITAT|N
B02233145A|D18.5|HECES MUCOSIDAD|N
B08545592A|Z04.10|TRABAJO SOCIAL***********|N
B04337866A|L86.20|-------HERNIA DISCAL L4 - L5..--------------|N
B04107777A|L78.1|, ESGUINCE NC RODILLA(   DERECHA)|N
B11399977A|A03.11|FIEBRE...ITU|N
B02784570A|F75.4|HEMORRAGIA SUBCONJUNTIVAL, OJO DCH|N
B04227795A|L28.5|INMOVILIZADO (ATENCION A DOMICILIO)|N
B11364296A|D01.5|ABDOMINAL DOLOR DOLOR ABDOMINAL|N
B06051048A|S89.1|DERMATITIS NC DEL PAÑAL|N
B00396812A|U71.5|INFECCION ORINA .|N
B02431682A|K95.6|INSUFICIENCIA VENOSA CRONICO-MMII|N
B11383348A|L82.1|CIFOSIS,CIFOESCOLIOSIS CONGENITA|N
B00618925A|R74.6|CVA: URG|N
B11374694A|L88.5|**ARTRITIS CRONICA JUVENIL******|N
B11387439A|L72.4|FRACTURA CUBITO--RADIO|N
B00571529A|D73.10|GASTROENTERITIS :|N
B01559673A|N89.999|CEFALEA TIPO MIGRAÑA  ----------|N
B00723312A|A92.34|ALERGIA . GRAMINEAS.|N
B04062037A|K95.25|VENAS VARICOSAS ASINTOMATICAS |N
B02322514A|S97.1|ULCERAS, ULCERACIONES DECUBITO|N
B03190128A|D11.26|DIARREA PROLONGADA NE|N
B09003879A|L75.4|CAIDA. FX CADERA DCHA|N
B03051053A|R95.3|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA -REAGUDIZACION|N
B08560588A|P70.1|DEMENCIA. TIPO  ALZHEIMER|N
B01992102A|P29.8|OTRO PROBLEMA PSICOLOGICO/MENTAL... ...|N
B08530164A|R74.22|IRA + BRONCOESPASMO LEVE,|N
B00049771A|U71.5|SAR,. ITU|N
B02599636A|A29.9999|PROBLEM|N
B11410039A|S14.4|QUEMADURA PIEL (MANOS)|N
B11363119A|T90.9|DIABETES MELLITUS TIPO 2 (NC) ++|N
B00013405A|D15.12|HEMORRAGIA, SAGNAT NC FEMTES/MELENA|N
B08699180A|K85.8|CRISIS  DE HTA|N
B04549116A|S98.5|URTICARIA   AGUDA  NC|N
B00007396A|X72.3|CANDIDIASIS VULVA Y/O VAGINA / VULVOVAGINITIS CANDIDIASICA|Y
B02597280A|L74.3|FRACTURA MANOS|N
B04309906A|A03.12|FIEBRE: GEA|N
B11402259A|L76.10|FRACTURA DE ROTULA/IZQ|N
B00000746A|A98.4|PROGRAMA SALUD BUCODENTAL NIÐO|N
B08948679A|R74.6|CATARRO...(URG)|N
B00025876A|K92.10|SINDROME DE RAYNAUD|N
B03280674A|A27.1|MIEDO A PADECER VARICELA|N
B08517093A|S93.2|QUISTE LA PIEL|N
B00741271A|A76.8|SDR. MANO-PIE -BOCA|N
B06789499A|K76.12|I.A.M. AÑO 1990|N
B04310776A|T91.14|VITAMINAD  -  DEFICIENCIA|N
B03074855A|U04.2|+INCONTINENCIA URINARIA FUNCIONAL|N
B00007231A|X16.10|SEQUEDAD VULVAR|Y
B09330720A|L01.4|SABADO-CONTRACTURA CERVICAL|N
B00875672A|T86.11|HIPOTIROIDISMO SUBCLINICO (AUTOINMUN +)|N
B08637430A|L75.4|FRACTURA CADERA / DERECHA|N
B09126598A|W71.5|ITU. EMBARAZADA|N
B02922650A|D89.6|HERNIA INGUINAL NC-QX|N
B11384025A|D40.2|COLONOSCOPIA/|N
B08544633A|A91.12|ANORMALIDAD PRUEBA SANGUINEA TRANSAMINASAS NC|N
B00050707A|W30.1|RUTINA EXPLORAC. PRENATAL|N
B04164477A|R75.2|URG.------SINUSITIS (AGUD./CRON.)|N
B00043952A|S18.6|HERIDA QUIRURGICA *|N
