"",ML6,ML5,ML3,ML4,ML2,ML1
Atopic_dermatitis,0,0.99,0,0,0,0
Asthma,0,0.366,0,0,0,0
Miscellaneous_mental_health_disorders,0,0,0.993,0,0,0
Other_male_genital_disorders,0,0,0,0.998,0,0
Inflammatory_conditions_of_male_genital_organs,0,0,0,0.33,0,0
Other_acquired_deformities,0,0,0,0,1.001,0
Depression_and_Mood_disorders,0,0,0,0,0,0.98
Allergic_rhinitis,0,0,0,0,0,0
Anxiety_disorders,0,0,0,0,0,0
Disorders_of_lipid_metabolism,0.398,0,0,0,0,0
Headache__including_migraine,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0,0
Hypertension,0.551,0,0,0,0,0
Obesity,0.979,0,0,0,0,0
Sexual_disorders,0,0,0,0,0,0
Thyroid_disorders,0.387,0,0,0,0,0
Vision_defects,0,0,0,0,0,0
