"",ML1,ML4,ML2,ML3
Other_male_genital_disorders,0,0.528,0,0
Inflammatory_conditions_of_male_genital_organs,0,0.49,0,0
Anxiety_disorders,0,0.377,0,0
Disorders_of_lipid_metabolism,0.311,0.369,0,0
Allergic_rhinitis,0,0.336,0,0
Depression_and_Mood_disorders,0,0,0.994,0
Atopic_dermatitis,0,0,0,0.87
Asthma,0,0,0,0.377
Headache__including_migraine,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0
Hypertension,0.494,0,0,0
Obesity,0.991,0,0,0
Vision_defects,0,0,0,0
