"",ML7,ML1,ML4,ML5,ML2,ML6,ML3
Hypertension,0,0.978,0,0,0,0,0
Disorders_of_lipid_metabolism,0,0.429,0,0,0,0,0
Sexual_disorders,0,0.389,0,0,0,0,0
Obesity,0,0.335,0,0,0,0,0
Hepatitis,0,0,0.992,0,0,0,0
Miscellaneous_mental_health_disorders,0,0,0,0.996,0,0,0
Headache__including_migraine,0,0,0,0.357,0,0,0
Allergic_rhinitis,0,0,0,0,0.992,0,0
Inflammatory_conditions_of_male_genital_organs,0,0,0,0,0,0.989,0
Thyroid_disorders,0,0,0,0,0,0,0.986
Adictions,0.478,0,0,0,0,0,0
Alcohol-related_disorders,0.459,0,0,0,0,0,0
Anxiety_disorders,0.7,0,0,0,0,0,0
Asthma,0.345,0,0,0,0,0,0
Depression_and_Mood_disorders,0.636,0,0,0,0,0,0
Esophageal_disorders,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0,0,0
Other_male_genital_disorders,0,0,0,0,0,0,0
Vision_defects,0,0,0,0,0,0,0
