"",ML6,ML9,ML1,ML2,ML4,ML5,ML7,ML8,ML3
Diabetes,0,0.568,0,0,0,0,0,0,0
Hypertension,0,0.527,0,0.387,0,0,0,0,0
Disorders_of_lipid_metabolism,0,0.476,0,0,0,0,0,0,0
Chronic_kidney_disease,0,0.404,0,0,0,0,0,0,0
Sexual_disorders,0,0.368,0,0,0,0,0,0,0
Obesity,0,0.366,0,0,0,0,0,0,0
Ischemic_heart_disease,0,0.334,0,0.3,0,0,0,0,0
Menstrual_disorders,0,0,0.983,0,0,0,0,0,0
Headache__including_migraine,0,0,0.368,0,0,0,0.301,0,0
Miscellaneous_mental_health_disorders,0,0,0.32,0,0,0,0.31,0,0
Allergic_rhinitis,0,0,0.304,0,0,0,0.397,0,0
Congestive_heart_failure__nonhypertensive,0,0,0,1.002,0,0,0,0,0
Cardiac_dysrhythmias,0.48,0,0,0.315,0,0,0,0,0
Coagulation_and_hemorrhagic_disorders,0.415,0,0,0.315,0,0,0,0,0
Menopausal_disorders,0,0,0,0,0.993,0,0,0,0
Osteoporosis,0,0,0,0,0.4,0,0,0,0
Adictions,0,0,0,0,0,0.973,0,0,0
Hepatitis,0,0,0,0,0,0.5,0,0,0
Anxiety_disorders,0,0,0,0,0,0.3,0.347,0,0
Other_male_genital_disorders,0,0,0,0,0,0,0.675,0,0
Inflammatory_conditions_of_male_genital_organs,0,0,0,0,0,0,0.429,0,0
Hepatic_steatosis_and_other_liver_diseases,0,0,0,0,0,0,0,0.794,0
Alcohol-related_disorders,0,0,0,0,0,0,0,0.464,0
Atopic_dermatitis,0,0,0,0,0,0,0,0,0.993
Adjustment_disorders,0.339,0,0,0,0,0,0,0,0
Asthma,0,0,0,0,0,0,0,0,0
Cataract,0.56,0,0,0,0,0,0,0,0
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0.34,0,0,0,0,0,0,0,0
Delirium__dementia__and_amnestic_and_other_cognitive_disorders,0.521,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0
Esophageal_disorders,0,0,0,0,0,0,0,0,0
Glaucoma,0.358,0,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0.359,0,0,0,0,0,0,0,0
Hyperplasia_of_prostate,0.453,0,0,0,0,0,0,0,0
Neoplasms,0,0,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0,0,0,0,0,0,0,0,0
Osteoarthritis,0.396,0,0,0,0,0,0,0,0
Psoriasis_and_other_inflammatory,0,0,0,0,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0,0,0
Thyroid_disorders,0,0,0,0,0,0,0,0,0
Urinary_incontinence,0.438,0,0,0,0,0,0,0,0
Vision_defects,0,0,0,0,0,0,0,0,0
