"",ML3,ML2,ML1,ML4,ML5,ML8,ML7,ML6
Menstrual_disorders,0,0.757,0,0,0,0,0,0
Menopausal_disorders,0,0.44,0,0,0,0,0.347,0
Thyroid_disorders,0,0.339,0,0,0,0,0,0
Osteoarthritis,0,0,1.012,0,0,0,0,0
Cataract,0,0,0,0.709,0,0,0,0
Urinary_incontinence,0,0,0,0.473,0,0,0,0
Miscellaneous_mental_health_disorders,0,0,0,0,0.8,0,0,0
Headache__including_migraine,0,0,0,0,0.431,0,0,0
Asthma,0,0,0,0,0,0.563,0,0
Allergic_rhinitis,0,0,0,0,0,0.498,0,0
Disorders_of_lipid_metabolism,0.444,0,0,0,0,0,0.406,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0.406,0
Vision_defects,0,0,0,0,0,0,0,0.75
Anxiety_disorders,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0
Diabetes,0.744,0,0,0,0,0,0,0
Esophageal_disorders,0,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0,0,0,0
Hypertension,0.602,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0,0,0,0,0,0,0,0
Obesity,0.646,0,0,0,0,0,0,0
