"",ML13,ML9,ML12,ML10,ML8,ML7,ML3,ML6,ML4,ML11,ML5,ML2,ML1
Cardiac_dysrhythmias,0,0.947,0,0,0,0,0,0,0,0,0,0,0
Congestive_heart_failure__nonhypertensive,0.33,0.474,0,0,0,0,0,0,0,0,0,0,0
Coagulation_and_hemorrhagic_disorders,0,0.473,0,0,0,0,0,0,0,0,0,0,0
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0,0.4,0,0,0,0,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0,0,0.963,0,0,0,0,0,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0.349,0,0.347,0,0,0,0,0,0,0,0,0,0
Cataract,0,0,0.302,0,0,0,0,0,0,0,0,0,0
Chronic_ulcer_of_skin,0,0,0,0.95,0,0,0,0,0,0,0,0,0
Diabetes,0.419,0,0,0.42,0,0,0,0,0,0,0,0,0
Urinary_incontinence,0,0,0,0.359,0,0,0,0,0,0,0,0,0
Hepatic_steatosis_and_other_liver_diseases,0,0,0,0,0.955,0,0,0,0,0,0,0,0
Obesity,0.485,0,0,0,0.329,0,0,0,0,0,0,0,0
Alcohol-related_disorders,0,0,0,0,0.323,0,0,0,0.345,0,0,0,0
Thyroid_disorders,0,0,0,0,0,1.006,0,0,0,0,0,0,0
Acute_cerebrovascular_disease,0,0,0,0,0,0,0.918,0,0,0,0,0,0
Peripheral_and_visceral_atherosclerosis,0,0,0,0,0,0,0.354,0,0,0,0,0,0
Other_male_genital_disorders,0,0,0,0,0,0,0,0.934,0,0,0,0,0
Vision_defects,0,0,0,0,0,0,0,0.4,0,0,0,0,0
Osteoporosis,0,0,0,0,0,0,0,0.339,0,0,0,0,0
Sexual_disorders,0,0,0,0,0,0,0,0,0.989,0,0,0,0
Psoriasis_and_other_inflammatory,0,0,0,0,0,0,0,0,0,0.934,0,0,0
Esophageal_disorders,0,0,0,0,0,0,0,0,0,0,0.959,0,0
Anxiety_disorders,0,0,0,0,0,0,0,0,0,0,0.302,0,0
Inflammatory_conditions_of_male_genital_organs,0,0,0,0,0,0,0,0,0,0,0,0.929,0
Transient_cerebral_ischemia,0,0,0,0,0,0,0,0,0,0,0,0,0.906
Allergic_rhinitis,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronic_kidney_disease,0.551,0,0,0,0,0,0,0,0,0,0,0,0
Delirium__dementia__and_amnestic_and_other_cognitive_disorders,0,0,0,0,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0,0,0,0,0
Disorders_of_lipid_metabolism,0.504,0,0,0,0,0,0,0,0,0,0,0,0
Diverticulosis_and_diverticulitis,0.391,0,0,0,0,0,0,0,0,0,0,0,0
Glaucoma,0,0,0,0,0,0,0,0,0,0,0,0,0
Gout,0.383,0,0,0,0,0,0,0,0,0,0,0,0
Headache__including_migraine,0.37,0,0,0,0,0,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0.311,0,0,0,0,0,0,0,0,0,0,0,0
Hyperplasia_of_prostate,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypertension,0.571,0,0,0,0,0,0,0,0,0,0,0,0
Ischemic_heart_disease,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0
Obstructive_Sleep_apnea,0,0,0,0,0,0,0,0,0,0,0,0,0
Osteoarthritis,0,0,0,0,0,0,0,0,0,0,0,0,0
