cie9_no_dot,ccs_code,ccs_label,ccs_code_lvl1,ccs_label_lvl1,ccs_code_lvl2,ccs_label_lvl2,ccs_code_lvl3,ccs_label_lvl3,ccs_code_lvl4,ccs_label_lvl4,ccs_epichron_label,ccs_vih_label,ccs_epichron_code
2534,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2535,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2536,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2537,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2538,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2539,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2540,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2541,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2548,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2549,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2550,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2551,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25510,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25511,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25512,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25513,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25514,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2552,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2553,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2554,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25541,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25542,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2555,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2556,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2558,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2559,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2560,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2561,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2562,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2563,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2564,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2568,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2569,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2570,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2571,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2572,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2578,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2579,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2580,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25801,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2581,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2588,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2589,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2590,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2591,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2592,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2593,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2594,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2595,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25950,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25951,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
25952,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2598,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
2599,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
7946,51,Other endocrine disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.4,Other endocrine disorders [51.],,,,,Hyperparathyroidism and other endocrine disorders,Hyperparathyroidism and other endocrine disorders,51
260,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
261,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
262,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2630,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2631,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2632,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2638,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2639,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.1,Unspecified protein-calorie malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2640,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2641,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2642,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2643,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2644,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2645,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2646,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2647,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2648,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2649,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2650,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2651,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2652,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2660,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2661,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2662,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2669,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
267,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2680,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2681,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2682,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2689,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2690,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2691,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2692,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2693,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2698,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2699,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
7994,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
V121,52,Nutritional deficiencies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.5,Nutritional deficiencies [52.],3.5.2,Other malnutrition,,,Nutritional deficiencies,Nutritional deficiencies,52
2720,53,Disorders of lipid metabolism,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.6,Disorders of lipid metabolism [53.],,,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2721,53,Disorders of lipid metabolism,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.6,Disorders of lipid metabolism [53.],,,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2722,53,Disorders of lipid metabolism,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.6,Disorders of lipid metabolism [53.],,,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2723,53,Disorders of lipid metabolism,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.6,Disorders of lipid metabolism [53.],,,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2724,53,Disorders of lipid metabolism,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.6,Disorders of lipid metabolism [53.],,,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2729,58,Other nutritional; endocrine; and metabolic disorders,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.11,Other nutritional; endocrine; and metabolic disorders [58.],3.11.3,Other and unspecified metabolic; nutritional; and endocrine disorders,,,Disorders of lipid metabolism,Disorders of lipid metabolism,53
2740,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27400,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27401,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27402,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27403,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27410,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27411,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27419,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27481,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27482,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
27489,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
2749,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71210,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71211,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71212,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71213,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71214,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71215,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71216,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71217,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71218,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71219,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71220,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71221,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71222,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71223,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71224,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71225,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71226,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71227,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71228,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71229,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71230,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71231,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71232,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71233,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71234,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71235,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71236,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71237,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
71238,54,Gout and other crystal arthropathies,3,Endocrine; nutritional; and metabolic diseases and immunity disorders,3.7,Gout and other crystal arthropathies [54.],,,,,Gout,Gout,54
