"",ML14,ML8,ML7,ML6,ML9,ML4,ML11,ML10,ML13,ML3,ML5,ML12,ML2,ML1
Chronic_ulcer_of_skin,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0
Delirium__dementia__and_amnestic_and_other_cognitive_disorders,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0
Urinary_incontinence,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0
Menstrual_disorders,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0
Menopausal_disorders,0,0,0.329,0.301,0,0,0,0,0,0,0,0,0,0
Myodesopsia_and_other_eye_disorders,0,0,0.302,0.35,0,0,0,0,0,0,0,0,0,0
Miscellaneous_mental_health_disorders,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0
Cataract,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0
Diverticulosis_and_diverticulitis,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0
Adjustment_disorders,0,0,0,0,0,0.312,0,0,0,0,0,0,0.334,0
Ischemic_heart_disease,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0
Chronic_kidney_disease,0,0,0,0,0,0,0.307,0,0,0,0,0.495,0,0
Coagulation_and_hemorrhagic_disorders,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0
Cardiac_dysrhythmias,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0
Obesity,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0
Acute_cerebrovascular_disease,0,0,0,0,0,0,0,0,0,0.958,0,0,0,0
Glaucoma,0,0,0,0,0,0,0,0,0,0,0.988,0,0,0
Congestive_heart_failure__nonhypertensive,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0
Disorders_of_lipid_metabolism,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0
Allergic_rhinitis,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0
Hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783
Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371
Esophageal_disorders,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0.302
Acquired_foot_deformities,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxiety_disorders,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0
Asthma,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0
Atopic_dermatitis,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Headache__including_migraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0
Osteoarthritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osteoporosis,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vision_defects,0,0,0,0,0,0,0,0,0,0,0,0,0,0
