"",ML7,ML9,ML4,ML1,ML11,ML3,ML10,ML2,ML8,ML6,ML5
Chronic_kidney_disease,0,0.971,0,0,0,0,0,0,0,0,0
Vision_defects,0.328,0.404,0,0,0,0.32,0,0,0,0,0
Chronic_ulcer_of_skin,0,0,0.928,0,0,0,0,0,0,0,0
Cataract,0,0,0.373,0,0,0,0,0,0,0,0
Coagulation_and_hemorrhagic_disorders,0,0,0,0.774,0,0,0,0,0,0,0
Cardiac_dysrhythmias,0,0,0,0.668,0,0,0,0,0,0,0
Diverticulosis_and_diverticulitis,0,0,0,0.389,0,0,0.448,0,0,0,0
Acquired_foot_deformities,0,0,0,0.376,0,0,0,0,0,0,0
Osteoporosis,0,0,0,0,0.753,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0.489,0,0,0,0,0,0
Headache__including_migraine,0,0,0,0,0.436,0,0,0,0,0,0
Asthma,0,0,0,0,0,0.932,0,0,0,0,0
Hypertension,0,0,0,0,0,0,0.684,0,0,0,0
Diabetes,0,0,0,0,0,0,0.358,0.318,0,0,0
Disorders_of_lipid_metabolism,0,0,0,0,0,0,0.338,0,0,0,0
Delirium__dementia__and_amnestic_and_other_cognitive_disorders,0,0,0,0,0,0,0.302,0,0,0,0
Adjustment_disorders,0,0,0,0,0,0,0,0.934,0,0,0
Congestive_heart_failure__nonhypertensive,0,0,0,0,0,0,0,0,0.758,0,0
Urinary_incontinence,0,0,0,0,0,0,0,0,0.495,0,0
Allergic_rhinitis,0,0,0,0,0,0,0,0,0,0.944,0
Anxiety_disorders,0,0,0,0,0,0,0,0,0,0,0.974
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0.874,0,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0,0,0
Glaucoma,0.511,0,0,0,0,0,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0,0,0,0,0
Thyroid_disorders,0,0,0,0,0,0,0,0,0,0,0
