"",ML10,ML7,ML9,ML8,ML1,ML3,ML2,ML6,ML4,ML5
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0,0.867,0,0,0,0,0,0,0,0
Glaucoma,0,0.488,0,0,0,0,0,0,0,0
Vision_defects,0,0.352,0,0.326,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0.55,0,0,0,0,0,0,0
Osteoporosis,0,0,0.47,0,0,0,0,0,0,0
Cataract,0,0,0.469,0,0,0,0,0,0,0
Headache__including_migraine,0,0,0.459,0,0,0,0,0,0,0
Disorders_of_lipid_metabolism,0,0,0.348,0,0,0,0,0,0,0
Asthma,0,0,0,0.95,0,0,0,0,0,0
Congestive_heart_failure__nonhypertensive,0,0,0,0,0.846,0,0,0,0,0
Urinary_incontinence,0,0,0,0,0.45,0.312,0,0,0,0
Anxiety_disorders,0,0,0,0,0.369,0,0.331,0,0,0
Acquired_foot_deformities,0,0,0,0,0.339,0,0,0,0,0
Chronic_ulcer_of_skin,0,0,0,0,0,0.925,0,0,0,0
Adjustment_disorders,0,0,0,0,0,0,0.962,0,0,0
Diabetes,0,0,0,0,0,0,0.334,0,0,0
Diverticulosis_and_diverticulitis,0,0,0,0,0,0,0,0.961,0,0
Allergic_rhinitis,0,0,0,0,0,0,0,0,0.971,0
Hypertension,0,0,0,0,0,0,0,0,0,0.968
Cardiac_dysrhythmias,0.711,0,0,0,0,0,0,0,0,0
Chronic_kidney_disease,0.609,0,0,0,0,0,0,0,0,0
Coagulation_and_hemorrhagic_disorders,0.774,0,0,0,0,0,0,0,0,0
Delirium__dementia__and_amnestic_and_other_cognitive_disorders,0,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0,0,0,0
Thyroid_disorders,0.438,0,0,0,0,0,0,0,0,0
