"",ML8,ML7,ML2,ML5,ML3,ML6,ML9,ML1,ML4
Diabetes,0,0.967,0,0,0,0,0,0,0
Disorders_of_lipid_metabolism,0,0.321,0,0,0,0,0.306,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,1.005,0,0,0,0,0,0
Osteoarthritis,0,0,0,0.994,0,0,0,0,0
Nonmalignant_breast_conditions,0,0,0,0,0.997,0,0,0,0
Hypertension,0,0,0,0,0,0.959,0,0,0
Osteoporosis,0,0,0,0,0,0,0.67,0,0
Menopausal_disorders,0,0,0,0,0,0,0.462,0,0
Obesity,0,0,0,0,0,0,0,0.962,0
Adjustment_disorders,0,0,0,0,0,0,0,0,0.992
Acquired_foot_deformities,0,0,0,0,0,0,0,0,0
Allergic_rhinitis,0.311,0,0,0,0,0,0,0,0
Anxiety_disorders,0.41,0,0,0,0,0,0,0,0
Asthma,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0
Esophageal_disorders,0.335,0,0,0,0,0,0,0,0
Headache__including_migraine,0.476,0,0,0,0,0,0,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0,0,0,0,0
Menstrual_disorders,0.601,0,0,0,0,0,0,0,0
Miscellaneous_mental_health_disorders,0.555,0,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0,0,0,0,0,0,0,0,0
Psoriasis_and_other_inflammatory,0,0,0,0,0,0,0,0,0
Thyroid_disorders,0,0,0,0,0,0,0,0,0
Urinary_incontinence,0,0,0,0,0,0,0,0,0
Vision_defects,0.399,0,0,0,0,0,0,0,0
