"",ML2,ML7,ML8,ML6,ML3,ML4,ML5,ML1,ML9,ML12,ML10,ML11
Adictions,0,0.97,0,0,0,0,0,0,0,0,0,0
Hepatitis,0,0.542,0,0,0,0,0,0,0,0,0,0
Anxiety_disorders,0,0.346,0,0,0,0,0,0,0,0,0.331,0
Inflammatory_conditions_of_male_genital_organs,0,0,0.883,0,0,0,0,0,0,0,0,0
Other_male_genital_disorders,0,0,0.389,0,0,0,0,0,0,0,0,0
Neuropathy_and_other_nervous_system_disorders,0,0,0,0.983,0,0,0,0,0,0,0,0
Asthma,0,0,0,0,1.002,0,0,0,0,0,0,0
Hepatic_steatosis_and_other_liver_diseases,0,0,0,0,0,0.985,0,0,0,0,0,0
Coagulation_and_hemorrhagic_disorders,0,0,0,0,0,0,0.981,0,0,0,0,0
Spondylosis__intervertebral_disc_disorders__other_back_problems,0,0,0,0,0,0,0,0.967,0,0,0,0
Diabetes,0,0,0,0,0,0,0,0,0.551,0,0,0
Hypertension,0.505,0,0,0,0,0,0,0,0.368,0,0,0
Disorders_of_lipid_metabolism,0,0,0,0,0,0,0,0,0.367,0,0,0
Obesity,0,0,0,0,0,0,0,0,0.324,0,0,0
Neoplasms,0,0,0,0,0,0,0,0,0,0.585,0,0
Chronic_obstructive_pulmonary_disease_and_bronchiectasis,0,0,0,0,0,0,0,0,0,0.337,0,0
Hearing_loss_and_other_ear_and_sense_organ_disorders,0,0,0,0,0,0,0,0,0,0.307,0,0
Allergic_rhinitis,0,0,0,0,0,0,0,0,0,0,0.569,0
Esophageal_disorders,0,0,0,0,0,0,0,0,0,0,0.337,0
Headache__including_migraine,0,0,0,0,0,0,0,0,0,0,0.336,0
Psoriasis_and_other_inflammatory,0,0,0,0,0,0,0,0,0,0,0,0.504
Alcohol-related_disorders,0,0,0,0,0,0,0,0,0,0,0,0
Congestive_heart_failure__nonhypertensive,0.97,0,0,0,0,0,0,0,0,0,0,0
Depression_and_Mood_disorders,0,0,0,0,0,0,0,0,0,0,0,0
Ischemic_heart_disease,0,0,0,0,0,0,0,0,0,0,0,0
Osteoarthritis,0,0,0,0,0,0,0,0,0,0,0,0
Sexual_disorders,0,0,0,0,0,0,0,0,0,0,0,0
Thyroid_disorders,0,0,0,0,0,0,0,0,0,0,0,0
Vision_defects,0,0,0,0,0,0,0,0,0,0,0,0
